"","logFC","logCPM","LR","PValue","FDR"
"FBgn0261268:Cul3",-9.41143927113891,14.4601763876918,4413.55698277327,0,0
"FBgn0041004:CG17715",-9.41143927113891,14.4674634364072,4413.55698277025,0,0
"FBgn0032763:CG17568",-9.41143927113891,14.4599473166316,4413.55698277114,0,0
"FBgn0031822:Phf5a",-9.41143927113891,14.4595893896429,4413.55698276425,0,0
"FBgn0002973:numb",-9.41143927113891,14.4615519280365,4413.5569827746,0,0
"FBgn0032210:CYLD",-9.41143927113891,14.4619558820385,4413.55698277607,0,0
"FBgn0000287:salr",-9.41143927113891,14.4606958825157,4413.55698277785,0,0
"FBgn0031904:CG5149",-9.41143927113891,14.4654571048325,4413.5569828843,0,0
"FBgn0026379:Pten",-9.41143927113891,14.4596172072451,4413.55698276385,0,0
"FBgn0031987:CG12375",-9.41143927113891,14.4601381771092,4413.55698276977,0,0
"FBgn0250867:CG42238",-9.41143927113891,14.4633928736706,4413.55698276806,0,0
"FBgn0040297:Nhe2",-9.41143927113891,14.4601209505837,4413.55698276916,0,0
"FBgn0260750:Mulk",-9.41143927113891,14.4606712135778,4413.55698277287,0,0
"FBgn0043364:cbt",-9.41143927113891,14.4635494825996,4413.55698276775,0,0
"FBgn0031977:baf",-9.41143927113891,14.4636383463486,4413.55698278886,0,0
"FBgn0051864:Qtzl",-9.41143927113891,14.4608130234321,4413.55698277349,0,0
"FBgn0032455:Pih1D1",-9.41143927113891,14.4640358494436,4413.55698283024,0,0
"FBgn0031698:Ncoa6",-9.41143927113891,14.4641257284144,4413.556982778,0,0
"FBgn0028916:CG33090",-9.41143927113891,14.4592874950203,4413.55698276827,0,0
"FBgn0002031:Phb1",-9.41143927113891,14.4628320200517,4413.55698277472,0,0
"FBgn0266450:Kr-h1",-9.41143927113891,14.4608531370964,4413.55698276494,0,0
"FBgn0031627:fipi",-9.41143927113891,14.459856703742,4413.55698276872,0,0
"FBgn0031493:Sf3b2",-9.41143927113891,14.4608339078608,4413.55698276626,0,0
"FBgn0260749:Utx",-9.41143927113891,14.4597238561176,4413.55698276805,0,0
"FBgn0028554:x16",-9.41143927113891,14.4610328115303,4413.55698278055,0,0
"FBgn0000559:eEF2",-9.41143927113891,14.4741234720057,4413.5569827624,0,0
"FBgn0266449:Kr-h2",-9.41143927113891,14.4621653487678,4413.55698278642,0,0
"FBgn0051715:CG31715",-9.41143927113891,14.4684338303967,4413.55698278963,0,0
"FBgn0000228:Nin",-9.41143927113891,14.4612148099371,4413.55698276588,0,0
"FBgn0032236:mRpS7",-9.41143927113891,14.4633571366874,4413.55698276829,0,0
"FBgn0032720:mRpL13",-9.41143927113891,14.4638072797426,4413.55698277181,0,0
"FBgn0032477:Alg7",-9.41143927113891,14.460027144692,4413.55698276751,0,0
"FBgn0031659:CG14043",-9.41143927113891,14.4616978622696,4413.55698276585,0,0
"FBgn0044323:Cka",-9.41143927113891,14.4666205743515,4413.55698278068,0,0
"FBgn0032916:CG9257",-9.41143927113891,14.4609169739307,4413.55698277368,0,0
"FBgn0031459:HINT1",-9.41143927113891,14.4599505387168,4413.55698277129,0,0
"FBgn0032847:Taf13",-9.41143927113891,14.4639519368921,4413.55698276991,0,0
"FBgn0003231:ref(2)P",-9.41143927113891,14.4628874298897,4413.55698276981,0,0
"FBgn0031683:CG4230",-9.41143927113891,14.4733012610467,4413.55698278462,0,0
"FBgn0028406:Drep4",-9.41143927113891,14.4660032165632,4413.5569828204,0,0
"FBgn0051721:Trim9",-9.41143927113891,14.460095061962,4413.55698277257,0,0
"FBgn0031950:Herp",-9.41143927113891,14.4611575079968,4413.55698276653,0,0
"FBgn0014859:Hr38",-9.41143927113891,14.4724185902953,4413.55698277525,0,0
"FBgn0031247:CG11562",-9.41143927113891,14.4601033239444,4413.55698276763,0,0
"FBgn0259936:Uhg3",-9.41143927113891,14.4594463318898,4413.55698276876,0,0
"FBgn0032744:Ttc19",-9.41143927113891,14.4602800278404,4413.55698277174,0,0
"FBgn0287461:lncRNA:CR46450",-9.41143927113891,14.4602119967989,4413.55698276954,0,0
"FBgn0027052:STUB1",-9.41143927113891,14.4668199437149,4413.55698279645,0,0
"FBgn0267972:Der-1",-9.41143927113891,14.465977943672,4413.55698279274,0,0
"FBgn0031356:CG17660",-9.41143927113891,14.4593726780774,4413.55698276917,0,0
"FBgn0005278:Sam-S",-9.41143927113891,14.4673488822792,4413.55698279874,0,0
"FBgn0010453:Wnt4",-9.41143927113891,14.4605941276812,4413.5569827645,0,0
"FBgn0051957:CG31957",-9.41143927113891,14.460239208862,4413.5569827703,0,0
"FBgn0032248:Bug22",-9.41143927113891,14.4613211930602,4413.55698276556,0,0
"FBgn0031607:Secp43",-9.41143927113891,14.4613677614903,4413.55698277284,0,0
"FBgn0266313:lncRNA:CR44978",-9.41143927113891,14.4608272383795,4413.55698276728,0,0
"FBgn0031811:CG13982",-9.41143927113891,14.4606287449993,4413.55698277389,0,0
"FBgn0032499:Uvrag",-9.41143927113891,14.4600546656016,4413.55698276691,0,0
"FBgn0032251:Nse4",-9.41143927113891,14.4594163004913,4413.55698276681,0,0
"FBgn0031589:Naprt",-9.41143927113891,14.4617663013044,4413.55698276997,0,0
"FBgn0031893:MICU1",-9.41143927113891,14.4600754226649,4413.55698276467,0,0
"FBgn0031263:Tspo",-9.41143927113891,14.4611148046303,4413.55698276971,0,0
"FBgn0031675:CG9121",-9.41143927113891,14.4594566458724,4413.55698277036,0,0
"FBgn0085396:CG34367",-9.41143927113891,14.4596792830255,4413.55698276584,0,0
"FBgn0032208:Ufd4",-9.41143927113891,14.462682120199,4413.55698276747,0,0
"FBgn0031357:mRpL48",-9.41143927113891,14.4645095416292,4413.55698277132,0,0
"FBgn0266872:lncRNA:CR45333",-9.41143927113891,14.4594246910358,4413.55698276358,0,0
"FBgn0032001:CG8360",-9.41143927113891,14.4633796617946,4413.55698276653,0,0
"FBgn0051717:CG31717",-9.41143927113891,14.4646618316639,4413.55698283518,0,0
"FBgn0032516:Ing5",-9.41143927113891,14.4652059010152,4413.55698278281,0,0
"FBgn0031302:CG14340",-9.41143927113891,14.4596666893434,4413.55698277472,0,0
"FBgn0083968:CG34132",-9.41143927113891,14.4661213492171,4413.5569827692,0,0
"FBgn0085423:GramD1B",-9.41143927113891,14.4610858330593,4413.55698276549,0,0
"FBgn0031773:Fbw5",-9.41143927113891,14.4592681348035,4413.55698276855,0,0
"FBgn0032036:CG13384",-9.41143927113891,14.4618247237126,4413.55698276696,0,0
"FBgn0032732:EMC5",-9.41143927113891,14.4635473851236,4413.55698277604,0,0
"FBgn0000384:cta",-9.41143927113891,14.4618467632444,4413.55698276593,0,0
"FBgn0283478:und",-9.41143927113891,14.4616135616896,4413.5569827662,0,0
"FBgn0031359:Rim2",-9.41143927113891,14.4641264115231,4413.5569827674,0,0
"FBgn0001977:CIAPIN1",-9.41143927113891,14.4595522587105,4413.55698276542,0,0
"FBgn0045064:bwa",-9.41143927113891,14.4596834464622,4413.55698276675,0,0
"FBgn0031711:CG6907",-9.41143927113891,14.4605042884045,4413.55698277131,0,0
"FBgn0063368:Gpb5",-9.41143927113891,14.4608413067288,4413.55698277333,0,0
"FBgn0031484:CG3165",-9.41143927113891,14.4597037868465,4413.5569827643,0,0
"FBgn0024689:fws",-9.41143927113891,14.4602512711519,4413.55698276454,0,0
"FBgn0031319:CG4896",-9.41143927113891,14.4592812655257,4413.5569827673,0,0
"FBgn0261089:Sytalpha",-9.41143927113891,14.4600683756088,4413.55698276827,0,0
"FBgn0022023:eIF3h",-9.41143927113891,14.4641771386198,4413.5569827751,0,0
"FBgn0032816:Nf-YB",-9.41143927113891,14.4616670339272,4413.55698276752,0,0
"FBgn0028875:nAChRalpha5",-9.41143927113891,14.4817020910944,4413.55698278186,0,0
"FBgn0028694:Rpn11",-9.41143927113891,14.46535023441,4413.55698276476,0,0
"FBgn0085450:Snoo",-9.41143927113891,14.4624846206202,4413.55698278405,0,0
"FBgn0032249:TBC1D16",-9.41143927113891,14.4611550583644,4413.55698276472,0,0
"FBgn0031682:CG5828",-9.41143927113891,14.460365687277,4413.55698276488,0,0
"FBgn0032479:CG16974",-9.41143927113891,14.4613384951175,4413.55698276903,0,0
"FBgn0031601:Dim1",-9.41143927113891,14.4625581104488,4413.55698276578,0,0
"FBgn0031858:CG17378",-9.41143927113891,14.464088448983,4413.55698277583,0,0
"FBgn0031639:mRpS2",-9.41143927113891,14.4603364667565,4413.55698277172,0,0
"FBgn0051708:DIP-zeta",-9.41143927113891,14.4610931328457,4413.55698276717,0,0
"FBgn0032052:PIG-U",-9.41143927113891,14.4596313521806,4413.55698276447,0,0
"FBgn0014906:Hydr2",-9.41143927113891,14.4600937709292,4413.5569827649,0,0
"FBgn0085409:smal",-9.41143927113891,14.4612364740015,4413.55698277259,0,0
"FBgn0032031:CG13390",-9.41143927113891,14.4592681348035,4413.55698276678,0,0
"FBgn0032358:Ppt2",-9.41143927113891,14.4599298520796,4413.55698276884,0,0
"FBgn0032690:CG10333",-9.41143927113891,14.4598207269424,4413.5569827711,0,0
"FBgn0004868:Gdi",-9.41143927113891,14.4657420255631,4413.55698278013,0,0
"FBgn0051855:CG31855",-9.41143927113891,14.4643354729515,4413.5569827881,0,0
"FBgn0032135:GlcAT-S",-9.41143927113891,14.4626515183914,4413.5569827866,0,0
"FBgn0032634:Polr2J",-9.41143927113891,14.4610329849554,4413.55698276528,0,0
"FBgn0032956:Cul2",-9.41143927113891,14.4592839788741,4413.55698277046,0,0
"FBgn0000183:BicD",-9.41143927113891,14.468278983147,4413.55698280328,0,0
"FBgn0051922:CG31922",-9.41143927113891,14.4612576936413,4413.55698277081,0,0
"FBgn0032005:Snx6",-9.41143927113891,14.4609852121127,4413.55698277945,0,0
"FBgn0032800:CG10137",-9.41143927113891,14.4603225639982,4413.55698276446,0,0
"FBgn0003255:rk",-9.41143927113891,14.4601132497995,4413.55698276415,0,0
"FBgn0028370:kek3",-9.41143927113891,14.4638453795232,4413.55698277279,0,0
"FBgn0031258:CG4297",-9.41143927113891,14.461575395704,4413.55698276572,0,0
"FBgn0024371:E2f2",-9.41143927113891,14.4595837359645,4413.55698276382,0,0
"FBgn0262947:lncRNA:CR43266",-9.41143927113891,14.4598061302398,4413.55698276876,0,0
"FBgn0264087:Slob",-9.41143927113891,14.4642026517719,4413.55698276967,0,0
"FBgn0261871:dpr2",-9.41143927113891,14.4610476401858,4413.55698277458,0,0
"FBgn0287204:Cog8",-9.41143927113891,14.459578635817,4413.55698276926,0,0
"FBgn0032635:CG15141",-9.41143927113891,14.4592808037856,4413.556982768,0,0
"FBgn0025674:CycK",-9.41143927113891,14.4616662373767,4413.55698276684,0,0
"FBgn0032397:Tom70",-9.41143927113891,14.459351501898,4413.5569827674,0,0
"FBgn0250843:Prosalpha6",-9.41143927113891,14.4618469036104,4413.55698276639,0,0
"FBgn0032321:YL-1",-9.41143927113891,14.4598352218362,4413.55698276767,0,0
"FBgn0002036:CG10561",-9.41143927113891,14.4632818665521,4413.55698276809,0,0
"FBgn0031713:Coq6",-9.41143927113891,14.459861959569,4413.55698276737,0,0
"FBgn0262887:lncRNA:CR43242",-9.41143927113891,14.4595741450642,4413.55698276737,0,0
"FBgn0031253:CG11885",-9.41143927113891,14.4594316913596,4413.55698276469,0,0
"FBgn0013433:beat-Ia",-9.41143927113891,14.4682427387954,4413.55698276965,0,0
"FBgn0026324:Taf10b",-9.41143927113891,14.4712601906321,4413.55698276231,0,0
"FBgn0031287:CG4291",-9.41143927113891,14.4602575264157,4413.55698276445,0,0
"FBgn0032394:Hacd1",-9.41143927113891,14.4597668003279,4413.55698276936,0,0
"FBgn0029174:Fkbp59",-9.41143927113891,14.4625577818931,4413.55698276972,0,0
"FBgn0051760:CG31760",-9.41143927113891,14.4668114605045,4413.55698278817,0,0
"FBgn0086856:CG11555",-9.41143927113891,14.4595638998591,4413.55698276427,0,0
"FBgn0041789:Pax",-9.41143927113891,14.4593105724178,4413.5569827663,0,0
"FBgn0051852:Tap42",-9.41143927113891,14.4592681348035,4413.55698276733,0,0
"FBgn0031478:CG8814",-9.41143927113891,14.4621892671724,4413.55698276555,0,0
"FBgn0032000:CG8372",-9.41143927113891,14.4637185015078,4413.55698278563,0,0
"FBgn0041097:robo3",-9.41143927113891,14.4600088187117,4413.55698277061,0,0
"FBgn0001994:crp",-9.41143927113891,14.4615331766438,4413.55698277765,0,0
"FBgn0015797:Rab6",-9.41143927113891,14.4613017348611,4413.55698276608,0,0
"FBgn0032346:Csl4",-9.41143927113891,14.460565919912,4413.55698276733,0,0
"FBgn0002525:Lam",-9.41143927113891,14.459737536109,4413.55698276425,0,0
"FBgn0031952:cdc14",-9.41143927113891,14.4669943555259,4413.55698276923,0,0
"FBgn0026577:CG8677",-9.41143927113891,14.4659185256909,4413.55698278083,0,0
"FBgn0001202:hook",-9.41143927113891,14.4673314816404,4413.55698276238,0,0
"FBgn0051690:CG31690",-9.41143927113891,14.4602604566002,4413.55698277022,0,0
"FBgn0011230:poe",-9.41143927113891,14.4600245400748,4413.5569827706,0,0
"FBgn0031544:CG17593",-9.41143927113891,14.4642632524401,4413.55698277649,0,0
"FBgn0015400:kek2",-9.41143927113891,14.474542177743,4413.55698277469,0,0
"FBgn0016930:Dyrk2",-9.41143927113891,14.4637881857446,4413.55698277878,0,0
"FBgn0031997:PGAP5",-9.41143927113891,14.4596835647545,4413.55698276933,0,0
"FBgn0032465:Yip1d1",-9.41143927113891,14.4628050744805,4413.55698277108,0,0
"FBgn0032017:CG7810",-9.41143927113891,14.4613237022526,4413.55698276611,0,0
"FBgn0051716:Cnot4",-9.41143927113891,14.461281999232,4413.55698277203,0,0
"FBgn0051637:CG31637",-9.41143927113891,14.4613893507625,4413.55698278314,0,0
"FBgn0041781:SCAR",-9.41143927113891,14.4614910326268,4413.5569827753,0,0
"FBgn0031530:Pgant2",-9.41143927113891,14.4608466669723,4413.55698277629,0,0
"FBgn0032205:CG4957",-9.41143927113891,14.460609710864,4413.55698276502,0,0
"FBgn0025724:beta'COP",-9.41143927113891,14.459562813052,4413.55698277108,0,0
"FBgn0086683:Spf45",-9.41143927113891,14.4633017770485,4413.55698278064,0,0
"FBgn0031768:IPIP",-9.41143927113891,14.4615458196378,4413.55698277362,0,0
"FBgn0003209:raw",-9.41143927113891,14.461730726608,4413.55698277537,0,0
"FBgn0032731:Swip-1",-9.41143927113891,14.463965535767,4413.55698277278,0,0
"FBgn0024291:Sirt1",-9.41143927113891,14.462132644685,4413.55698277059,0,0
"FBgn0085422:CG34393",-9.41143927113891,14.4604500126277,4413.5569827728,0,0
"FBgn0032600:BuGZ",-9.41143927113891,14.4603148360613,4413.55698276834,0,0
"FBgn0031483:CG9641",-9.41143927113891,14.45935342129,4413.55698276923,0,0
"FBgn0031769:CG9135",-9.41143927113891,14.4594105806401,4413.55698276803,0,0
"FBgn0010263:Rbp9",-9.41143927113891,14.4670340207177,4413.55698280095,0,0
"FBgn0013531:MED20",-9.41143927113891,14.459535298351,4413.55698276883,0,0
"FBgn0286781:cass",-9.41143927113891,14.4679596019031,4413.5569827757,0,0
"FBgn0031310:Vps29",-9.41143927113891,14.4622933178923,4413.5569827694,0,0
"FBgn0250785:vari",-9.41143927113891,14.4598545210016,4413.55698276373,0,0
"FBgn0032101:CG9586",-9.41143927113891,14.4615828830727,4413.55698276791,0,0
"FBgn0031736:CG11030",-9.41143927113891,14.4660183270072,4413.55698278107,0,0
"FBgn0261239:Hr39",-9.41143927113891,14.4599675735692,4413.55698276683,0,0
"FBgn0005617:msl-1",-9.41143927113891,14.4617480877243,4413.55698276559,0,0
"FBgn0031882:Rab30",-9.41143927113891,14.4598658555997,4413.5569827649,0,0
"FBgn0028703:Nhe3",-9.41143927113891,14.467132174344,4413.55698278822,0,0
"FBgn0032250:holn1",-9.41143927113891,14.4612523215224,4413.55698277157,0,0
"FBgn0028490:CG31705",-9.41143927113891,14.4646402333038,1614.32632776485,0,0
"FBgn0031990:PAPLA1",-9.41143927113891,14.4596016314249,4413.55698276449,0,0
"FBgn0031603:CG15432",-9.41143927113891,14.462937114181,4413.55698276885,0,0
"FBgn0031485:CG9643",-9.41143927113891,14.461249725173,4413.55698278563,0,0
"FBgn0031390:tho2",-9.41143927113891,14.4599495396249,4413.55698276989,0,0
"FBgn0029161:slmo",-9.41143927113891,14.4622593693814,4413.55698278399,0,0
"FBgn0003607:Su(var)205",-9.41143927113891,14.4700349758242,4413.55698283354,0,0
"FBgn0029137:Patsas",-9.41143927113891,14.4597038116942,4413.55698277228,0,0
"FBgn0264308:hbt",-9.41143927113891,14.464246805377,4413.55698277721,0,0
"FBgn0000547:ed",-9.41143927113891,14.4657543856857,4413.55698279057,0,0
"FBgn0032002:CG8353",-9.41143927113891,14.4600956292592,4413.55698276409,0,0
"FBgn0002021:l(2)37Bb",-9.41143927113891,14.4605532236697,4413.55698276471,0,0
"FBgn0032880:TM9SF2",-9.41143927113891,14.4612287070027,4413.55698277819,0,0
"FBgn0032515:loqs",-9.41143927113891,14.4640560868928,4413.55698277166,0,0
"FBgn0031662:CG3792",-9.41143927113891,14.4606564438076,4413.5569827739,0,0
"FBgn0053531:Ddr",-9.41143927113891,14.4617283451157,4413.55698276695,0,0
"FBgn0031298:Atg4a",-9.41143927113891,14.4598050394066,4413.55698276861,0,0
"FBgn0250786:Chd1",-9.41143927113891,14.4607999981558,4413.55698276669,0,0
"FBgn0031988:CG8668",-9.41143927113891,14.4623658808381,4413.55698281514,0,0
"FBgn0287788:Datp",-9.41143927113891,14.459292809612,4413.55698276994,0,0
"FBgn0031633:Fnta",-9.41143927113891,14.4603738658512,4413.55698277214,0,0
"FBgn0032006:Pvr",-9.41143927113891,14.460390076198,4413.55698277741,0,0
"FBgn0022069:Nnp-1",-9.41143927113891,14.4598258251564,4413.55698277445,0,0
"FBgn0027081:ThrRS",-9.41143927113891,14.4620119529391,4413.55698278091,0,0
"FBgn0031636:CG12194",-9.41143927113891,14.4649963271973,4413.55698276973,0,0
"FBgn0265778:PDZ-GEF",-9.41143927113891,14.460521511492,4413.55698277161,0,0
"FBgn0051694:Ifrd1",-9.41143927113891,14.4633429110222,4413.55698276808,0,0
"FBgn0031955:CG14535",-9.41143927113891,14.4609260277379,4413.55698276486,0,0
"FBgn0042696:NfI",-9.41143927113891,14.4633743153022,4413.55698276745,0,0
"FBgn0039929:CG11076",-9.41143927113891,14.4657514727304,4413.55698280121,0,0
"FBgn0028996:onecut",-9.41143927113891,14.463251486505,4413.55698277947,0,0
"FBgn0287597:CG46466",-9.41143927113891,14.4677268013153,4413.5569828531,0,0
"FBgn0004607:zfh2",-9.41143927113891,14.4628376368753,4413.55698277404,0,0
"FBgn0039924:PIP4K",-9.41143927113891,14.4877678774774,4413.55698276238,0,0
"FBgn0053978:CG33978",-9.41143927113891,14.4598428313234,4413.55698276572,0,0
"FBgn0019650:toy",-9.41143927113891,14.4690071097237,4413.55698280101,0,0
"FBgn0023213:eIF4G1",-9.41143927113891,14.464662366163,4413.55698277098,0,0
"FBgn0039909:ND-49",-9.41143927113891,14.488156290405,4413.55698276237,0,0
"FBgn0039920:CG11360",-9.41143927113891,14.4620284167244,4413.55698280906,0,0
"FBgn0051998:CG31998",-9.41143927113891,14.4636343704831,4413.55698276723,0,0
"FBgn0024728:Slip1",-9.41143927113891,14.4657304948382,4413.55698277059,0,0
"FBgn0052016:4E-T",-9.41143927113891,14.4615175699547,4413.5569827647,0,0
"FBgn0040324:Ephrin",-9.41143927113891,14.4637270580457,4413.55698278145,0,0
"FBgn0026777:Rad23",-9.41143927113891,14.4716806905789,4413.55698281827,0,0
"FBgn0025740:PlexB",-9.41143927113891,14.464931988129,4413.55698277023,0,0
"FBgn0024811:Crk",-9.41143927113891,14.4703838420685,4413.55698277989,0,0
"FBgn0051992:gw",-9.41143927113891,14.4691363307663,4413.55698279646,0,0
"FBgn0039911:CG1909",-9.41143927113891,14.4758509459399,4232.22098995288,0,0
"FBgn0039908:Asator",-9.41143927113891,14.4717822435663,4413.55698288031,0,0
"FBgn0039936:Gyf",-9.41143927113891,14.4632414222423,4413.55698279388,0,0
"FBgn0039927:CG11155",-9.41143927113891,14.4716418331806,4413.5569828351,0,0
"FBgn0039930:CG11077",-9.41143927113891,14.4627575247996,4413.55698276613,0,0
"FBgn0011642:Zyx",-9.41143927113891,14.4633730166112,4413.55698278055,0,0
"FBgn0039938:Sox102F",-9.41143927113891,14.4616305475924,4413.55698276964,0,0
"FBti0102118:TART-C{}6275",-9.41143927113891,14.4607807440646,4413.55698277569,0,0
"FBgn0025936:Eph",-9.41143927113891,14.4641794143211,4413.55698277649,0,0
"FBgn0013681:mt:ND3",-9.41143927113891,14.4610576449653,4413.55698276404,0,0
"FBgn0013685:mt:ND6",-9.41143927113891,14.4601890159077,4413.55698276687,0,0
"FBgn0013688:mt:srRNA",-9.41143927113891,14.459487180938,4413.55698276799,0,0
"FBgn0024330:MED6",-9.02626068773296,14.4605240443105,1552.35090631695,0,0
"FBgn0030742:CG9919",-9.02622656808047,14.475944765476,1715.75912997817,0,0
"FBgn0267398:Yeti",-9.02616381108164,14.5002298174097,1511.08181159302,0,0
"FBgn0053653:Cadps",-9.02612055819771,14.4833836547145,2002.59048176875,0,0
"FBgn0263352:Unr",-9.02610882073873,14.5070949753389,2889.6404399583,0,0
"FBgn0052062:Rbfox1",-9.02610446912011,14.5198654377533,2975.90628910845,0,0
"FBgn0030997:CG7990",-9.02608034306984,14.4810103044136,2982.15948675498,0,0
"FBgn0027948:msps",-9.02606218241397,14.4600774843774,4396.16918841156,0,0
"FBgn0038881:aus",-9.02606218241397,14.4809709343323,4396.16918844516,0,0
"FBgn0014930:CG2846",-9.02606218241397,14.4603171487262,4396.16918841421,0,0
"FBgn0037655:Kcmf1",-9.02606218241397,14.4622464275737,4396.16918842445,0,0
"FBgn0037798:CG12817",-9.02606218241397,14.460453901525,4396.16918841991,0,0
"FBgn0039862:kek6",-9.02606218241397,14.4641597088746,4396.16918843372,0,0
"FBgn0004107:Cdk2",-9.02606218241397,14.4607632196537,4396.16918842132,0,0
"FBgn0039854:CG1635",-9.02606218241397,14.4666717824224,4396.16918842438,0,0
"FBgn0266064:GlyS",-9.02606218241397,14.4619960232029,4396.16918842981,0,0
"FBgn0039808:CG12071",-9.02606218241397,14.4668086051393,4396.16918841902,0,0
"FBgn0263929:jvl",-9.02606218241397,14.4647263134641,4396.16918842052,0,0
"FBgn0026566:CG1307",-9.02606218241397,14.4646190822268,4396.16918844026,0,0
"FBgn0037874:Tctp",-9.02606218241397,14.4804173146596,4396.16918844432,0,0
"FBgn0039955:CG41099",-9.02606218241397,14.4598857533506,4396.1691884106,0,0
"FBgn0039773:CG2224",-9.02606218241397,14.4655316308284,4396.16918843061,0,0
"FBgn0260659:CG42542",-9.02606218241397,14.4680874356473,4396.16918843266,0,0
"FBgn0037917:wkd",-9.02606218241397,14.462717122623,4396.16918841256,0,0
"FBgn0037680:pasi2",-9.02606218241397,14.4596238639469,4396.16918841392,0,0
"FBgn0024321:NK7.1",-9.02606218241397,14.4644518981618,4396.1691884187,0,0
"FBgn0038950:CG5382",-9.02606218241397,14.461348716487,4396.16918841226,0,0
"FBgn0039590:CG10011",-9.02606218241397,14.4662365777517,4396.16918841088,0,0
"FBgn0004889:tws",-9.02606218241397,14.4627389537403,4396.16918841234,0,0
"FBgn0038080:CG12279",-9.02606218241397,14.4594342130366,4396.16918841662,0,0
"FBgn0037525:CG17816",-9.02606218241397,14.4844315333881,4396.16918850281,0,0
"FBgn0026737:CG6171",-9.02606218241397,14.4606136525708,4396.16918841233,0,0
"FBgn0037544:CG11035",-9.02606218241397,14.4660596331358,4396.16918842093,0,0
"FBgn0039734:Tace",-9.02606218241397,14.4608808729932,4396.16918842532,0,0
"FBgn0011336:Stt3B",-9.02606218241397,14.4593164748634,4396.16918841156,0,0
"FBgn0011766:E2f1",-9.02606218241397,14.4632972348174,4396.16918841309,0,0
"FBgn0039883:RhoGAP100F",-9.02606218241397,14.4636658538066,4396.16918841234,0,0
"FBgn0053202:dpr11",-9.02606218241397,14.4643963966935,4396.16918842151,0,0
"FBgn0022943:Cbp20",-9.02606218241397,14.4608588145102,4396.16918842066,0,0
"FBgn0045866:bai",-9.02606218241397,14.4644766058147,4396.16918843406,0,0
"FBgn0260743:GC1",-9.02606218241397,14.4689559913058,4396.16918842224,0,0
"FBgn0037340:CG14671",-9.02606218241397,14.461611685526,4396.16918842318,0,0
"FBgn0026441:ear",-9.02606218241397,14.4614838123328,4396.16918841197,0,0
"FBgn0283499:InR",-9.02606218241397,14.4674537870645,4396.16918858609,0,0
"FBgn0265276:l(3)neo38",-9.02606218241397,14.473872697474,4396.16918841981,0,0
"FBgn0037698:CG16779",-9.02606218241397,14.4868083012289,4396.16918846826,0,0
"FBgn0037878:CG6693",-9.02606218241397,14.4613449362597,4396.16918841917,0,0
"FBgn0262871:lute",-9.02606218241397,14.4600011399216,4396.16918841524,0,0
"FBgn0039277:Nepl16",-9.02606218241397,14.4608077143225,4396.16918841056,0,0
"FBgn0038286:CG6966",-9.02606218241397,14.4608428206998,4396.16918841611,0,0
"FBgn0039163:CG5515",-9.02606218241397,14.4618844569565,4396.1691884125,0,0
"FBgn0037760:FBXO11",-9.02606218241397,14.459535298351,4396.16918841023,0,0
"FBgn0028671:Vha100-1",-9.02606218241397,14.4676489485175,4396.16918844274,0,0
"FBgn0039743:Jasper",-9.02606218241397,14.4626697443703,4396.16918841793,0,0
"FBgn0004855:Polr2I",-9.02606218241397,14.4603555648159,4396.16918841068,0,0
"FBgn0010750:atms",-9.02606218241397,14.4615785794121,4396.16918841036,0,0
"FBgn0037244:CG14647",-9.02606218241397,14.4639501726096,4396.16918842649,0,0
"FBgn0038926:CG13409",-9.02606218241397,14.4618254905385,4396.16918841941,0,0
"FBgn0037356:CG12170",-9.02606218241397,14.4613892475886,4396.1691884266,0,0
"FBgn0038143:CG9813",-9.02606218241397,14.4693359187398,4396.16918842307,0,0
"FBgn0263231:bel",-9.02606218241397,14.4773198244043,4396.16918843876,0,0
"FBgn0038788:Sirt2",-9.02606218241397,14.4612360525465,4396.16918841428,0,0
"FBgn0266414:lncRNA:CR45054",-9.02606218241397,14.4771490203983,4396.16918852215,0,0
"FBgn0037602:SLIRP2",-9.02606218241397,14.4596121933322,4396.1691884183,0,0
"FBgn0001297:kay",-9.02606218241397,14.4614129180889,4396.16918841208,0,0
"FBgn0038662:Mpc1",-9.02606218241397,14.4708302658813,4396.16918842145,0,0
"FBgn0003882:tub",-9.02606218241397,14.4602199476941,4396.16918841066,0,0
"FBgn0262109:lncRNA:CR42862",-9.02606218241397,14.4875135689243,4396.16918840821,0,0
"FBgn0052267:CG32267",-9.02606218241397,14.4762467297396,4396.16918844323,0,0
"FBgn0036545:GXIVsPLA2",-9.02606218241397,14.4604652808011,4396.16918841375,0,0
"FBgn0035147:Gale",-9.02606218241397,14.4612989716601,4396.16918841115,0,0
"FBgn0260756:CG42554",-9.02606218241397,14.461590427292,4396.16918842389,0,0
"FBgn0036183:CG6083",-9.02606218241397,14.4598746875282,4396.16918840971,0,0
"FBgn0036761:MED19",-9.02606218241397,14.4667613475525,4396.16918842391,0,0
"FBgn0036805:Chmp1",-9.02606218241397,14.4737901914802,4396.16918840821,0,0
"FBgn0036319:Ent3",-9.02606218241397,14.46314085533,4396.16918842999,0,0
"FBgn0036255:Atg12",-9.02606218241397,14.4643072797227,4396.16918842445,0,0
"FBgn0045823:vsg",-9.02606218241397,14.4624457562198,4396.16918841172,0,0
"FBgn0017430:Nelf-E",-9.02606218241397,14.4650662492521,4396.16918843902,0,0
"FBgn0061515:endos",-9.02606218241397,14.47184026038,4396.16918847049,0,0
