"","logFC","logCPM","LR","PValue","FDR"
"FBgn0262882:CG43237",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061206:INE-1{}3145",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266573:tRNA:Thr-TGT-2-3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085218:CG34189",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0086027:snoRNA:Or-CD1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034363:CG5327",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063052:gypsy12{}4991",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472722_df_nrg:FBtr0472722_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035014:CG13581",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061931:gypsy8{}3870",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053415:5SrRNA:CR33415",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033355:CG13748",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033138:Tsp42Eq",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060277:HMS-Beagle2{}2216",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0284231:CG46315",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060345:invader4{}2284",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059870:invader3{}1809",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063797:I{}5736",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263558:mir-4980",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266787:lncRNA:CR45252",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034548:CG13443",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019279:1360{}795",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033679:CG8888",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0040763:CG18336",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060500:INE-1{}2439",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061733:1360{}3672",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0065076:snoRNA:185",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309662_df_nrg:FBtr0309662_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033713:CG8841",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0261973:snoRNA:Or-CD9a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266861:lncRNA:CR45322",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028426:RNaseZ",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053465:CG33465",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033867:Cpr50Ca",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050208:tRNA:Trp-CCA-2-4",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050065:CG30065",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033137:Tsp42Ep",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062530:Tc1-2{}4469",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215121:1360{}6342",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063823:INE-1{}5762",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0010482:hlk",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263250:CG43393",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061404:INE-1{}3343",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0040730:CG15127",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050103:CG30103",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472802_df_nrg:FBtr0472802_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061297:McClintock{}3236",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061328:Doc{}3267",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309748_df_nrg:FBtr0309748_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034709:Swim",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266864:lncRNA:CR45325",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061827:Dm88{}3766",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060970:Cr1a{}2909",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262403:mir-278",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266729:asRNA:CR45202",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060577:mdg1{}2516",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263466:snoRNA:lola-a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034957:Rsph4a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035090:CG2736",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034769:Obp58c",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266074:lncRNA:CR44827",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033788:CG13323",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266487:CG45086",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033362:CG8172",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062339:INE-1{}4278",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0287212:CG46442",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060532:INE-1{}2471",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265510:asRNA:CR44372",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265833:CG44622",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050340:CG30340",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263376:CG43428",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034173:CG9010",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215108:1360{}6329",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265305:lncRNA:CR44278",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033363:CG13744",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060078:gypsy3{}2017",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034182:SmydA-7",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0286932:CG46429",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085261:CG34232",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266646:lncRNA:CR45153",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061519:INE-1{}3458",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059676:baggins{}1615",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061426:INE-1{}3365",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061666:INE-1{}3605",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0004581:bgcn",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053140:CG33140",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266636:asRNA:CR45143",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061264:INE-1{}3203",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064007:INE-1{}5946",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064032:mdg1{}5971",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033397:Cyp4p3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050382:Prosalpha1R",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0003067:Pepck1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033730:Cpr49Ag",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062378:INE-1{}4317",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034665:CG4372",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034883:Eglp2",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472705_df_nrg:FBtr0472705_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019927:baggins{}685",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033303:Cyp6a15Psi",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265429:CG44341",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061229:INE-1{}3168",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085241:CG34212",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062490:INE-1{}4429",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263481:snoRNA:lola-b",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0015295:Shark",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063138:HB{}5077",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262211:mir-2498",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033861:CG12464",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215112:1360{}6333",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063679:INE-1{}5618",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035006:CG4563",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061291:INE-1{}3230",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034461:CG15124",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304334_df_nrg:FBtr0304334_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060099:INE-1{}2038",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034063:CG8389",-9.41143927113891,14.4599951828881,-515816.092009241,1,1
"FBgn0034566:CG9313",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050031:CG30031",-9.41143927113891,14.4579315104775,0,1,1
"FBti0018880:Bari1{}Jheh[Bari1855]",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265637:lncRNA:CR44444",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053389:5SrRNA:CR33389",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019900:accord2{}625",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034195:Spn53F",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265303:lncRNA:CR44276",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019883:R1A1{}582",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053632:CG33632",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033354:FANCI",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011892:tRNA:Lys-CTT-1-6",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262334:mir-992",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0054040:CG34040",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265530:lncRNA:CR44380",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034062:CG8388",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262443:mir-286",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263114:CG43371",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264359:lncRNA:CR43811",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050391:CG30391",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085488:CG34459",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062463:INE-1{}4402",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034391:CG15080",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085213:CG34184",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262450:mir-312",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059811:INE-1{}1750",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034105:CG7755",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0025583:BomS2",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0250824:CG33655",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063188:diver2{}5127",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262889:CG43244",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061688:1360{}3627",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035085:CG3770",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265342:COX7CL",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053357:5SrRNA:CR33357",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265766:lncRNA:CR44573",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033524:Cyp49a1",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063061:1360{}5000",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034899:CG13560",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053438:5SrRNA:CR33438",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266433:CG45063",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035089:Phk-3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265339:asRNA:CR44293",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0082925:snoRNA:Or-aca1",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061457:INE-1{}3396",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0259209:Mlp60A",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011881:tRNA:Ile-AAT-1-3",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019030:roo{}868",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011958:tRNA:Arg-ACG-1-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034272:Ir54a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053394:5SrRNA:CR33394",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034139:CG4927",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263290:lncRNA:CR43399",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059832:INE-1{}1771",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035019:Ir60e",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063006:INE-1{}4945",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034198:CG11400",-9.41143927113891,14.4579315104775,0,1,1
"FBti0018981:invader2{}587",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0040733:BomS6",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033980:Cyp6a20",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063214:gypsy8{}5153",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0014865:Mtk",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0261587:CG42697",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0012042:AttA",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265536:asRNA:CR44386",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062338:INE-1{}4277",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064080:Tabor{}6019",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262840:CG43204",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050211:tRNA:Trp-CCA-1-2",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267954:lncRNA:CR46234",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034657:LBR",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060538:INE-1{}2477",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033516:CG12898",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062500:INE-1{}4439",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059809:INE-1{}1748",-9.41143927113891,14.4579315104775,0,1,1
"FBti0018905:Doc{}827",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061127:gypsy8{}3066",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011921:tRNA:iMet-CAT-2-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0287466:lncRNA:CR46455",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033686:Hen1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034774:CG13526",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0063379:snoRNA:U31:54Ec",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033658:Twdlbeta",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064309:1360{}6248",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050169:Brca2",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061093:INE-1{}3032",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266926:lncRNA:CR45377",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035091:CG3829",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034098:krimp",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019984:S{}792",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033648:Ir48b",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262837:CG43201",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035073:CG16896",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063034:INE-1{}4973",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0005778:PpD5",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265341:lncRNA:CR44295",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035065:CG3589",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033628:CG13203",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0061356:Hao",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034866:Or59c",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019898:gypsy{}615",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063166:gypsy12{}5105",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215273:297{}6494",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059691:jockey{}1630",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0005654:Orc3",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062506:INE-1{}4445",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033661:CG13185",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061657:Rt1b{}3596",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0005655:PCNA",-9.41143927113891,14.4579315104775,0,1,1
"FBti0018931:Rt1b{}648",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060829:gypsy4{}2768",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033499:CG12914",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265540:asRNA:CR44390",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019902:1360{}636",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033382:Hydr1",-9.41143927113891,14.4597678551481,-594151.307926704,1,1
"FBti0063810:jockey{}5749",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034745:tous",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034470:Obp56d",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034263:CG10934",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060870:invader2{}2809",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063152:INE-1{}5091",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034540:Lrt",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265053:asRNA:CR44168",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053449:5SrRNA:CR33449",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262791:CG43172",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472736_df_nrg:FBtr0472736_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061163:HMS-Beagle{}3102",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060832:1360{}2771",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0015561:unpg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050364:hubl",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472709_df_nrg:FBtr0472709_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061874:diver2{}3813",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266766:lncRNA:CR45231",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215134:1360{}6355",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034560:CAH15",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265427:lncRNA:CR44339",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263849:CG43710",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061665:1360{}3604",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0259977:Tdc1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265046:CG44163",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061068:INE-1{}3007",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053404:5SrRNA:CR33404",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033968:hui",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0029084:gom",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0261989:CG42807",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011938:tRNA:Asn-GTT-1-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0259710:CG42364",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266847:lncRNA:CR45309",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034442:CG11257",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0063383:snoRNA:U29:54Ec",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0061361:Tcs1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0082922:snoRNA:Or-aca4",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011871:tRNA:Gly-GCC-1-12",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304390_df_nrg:FBtr0304390_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0040759:CG13177",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265313:CG44286",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019940:HB{}703",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033850:CG13331",-9.41143927113891,14.4579315104775,0,1,1
"FBti0018900:Dm88{}678",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050272:MFS1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050235:tRNA:Leu-AAG-1-3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050355:CG30355",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061834:rooA{}3773",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034840:CG3124",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265591:lncRNA:CR44418",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061694:Doc4{}3633",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063142:INE-1{}5081",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034670:CG13488",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053012:CG33012",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050395:CG30395",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215333:Quasimodo{}6556",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050326:tRNA:Val-AAC-2-2",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062324:INE-1{}4263",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063040:Max{}4979",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034974:CG16786",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034464:CG11018",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061828:Doc2{}3767",-9.41143927113891,14.4579315104775,0,1,1
"FBti0148144:Y{}6299",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309585_df_nrg:FBtr0309585_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0043536:Obp57d",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267691:CR46027",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011879:tRNA:Ala-TGC-2-1",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061771:Cr1a{}3710",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063843:INE-1{}5782",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019993:1360{}835",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265653:lncRNA:CR44460",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263337:lncRNA:CR43418",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063257:Tom1{}5196",-9.41143927113891,14.4579315104775,0,1,1
"FBti0018963:flea{}876",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0040503:CG7763",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019025:roo{}828",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0250851:CG33981",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033558:CG12344",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267585:lncRNA:dntRL",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035007:CG3492",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063708:INE-1{}5647",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061402:INE-1{}3341",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0025692:Lfg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265635:lncRNA:CR44442",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053349:ppk25",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060891:Doc3{}2830",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059684:S{}1623",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033248:Dic3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050056:CG30056",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064295:INE-1{}6234",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062372:INE-1{}4311",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061184:INE-1{}3123",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019016:roo{}775",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265444:lncRNA:CR44344",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011867:tRNA:Gly-GCC-1-8",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472822_df_nrg:FBtr0472822_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061466:INE-1{}3405",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034629:Acox57D-d",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060493:INE-1{}2432",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033602:Cpr47Ee",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033603:Cpr47Ef",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060341:flea{}2280",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0035008:CG3494",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265310:lncRNA:CR44283",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0050298:tRNA:Thr-AGT-2-1",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309579_df_nrg:FBtr0309579_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0033827:CG17047",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0034712:Alp8",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215344:rover{}6572",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059881:invader3{}1820",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060796:diver2{}2735",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267024:asRNA:CR45468",-9.41143927113891,14.4579315104775,0,1,1
"FBti0020003:HB{}892",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265103:asRNA:CR44205",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061237:INE-1{}3176",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264961:asRNA:CR44130",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0005619:Hdc",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064030:opus{}5969",-9.41143927113891,14.4579315104775,0,1,1
