"Gene","PValue","logFC"
"FBgn0267751:asRNA:CR46082",1,-16.6096404744368
"FBti0019392:F{}1377",1,-16.6096404744368
"FBgn0038247:Cad88C",1,-16.6096404744368
"FBgn0004103:Pp1-87B",1,-6.29378483848943
"FBgn0038149:GILT1",1,-10.2316618330772
"FBgn0027563:CG9631",1,-16.6096404744368
"FBgn0039357:CG4743",1,-8.43675077520343
"FBgn0037956:CG6959",1,-7.54597509110777
"FBgn0261061:Sfp96F",1,-16.6096404744368
"FBgn0028475:Hrd3",1,-10.2316618330772
"FBgn0262459:mir-34",1,-16.6096404744368
"FBgn0038646:CG7715",1,-16.6096404744368
"FBgn0051099:CG31099",1,-16.6096404744368
"FBgn0085804:CR41571",1,-16.6096404744368
"FBgn0043884:mask",1,-7.33988374124203
"FBti0062164:invader4{}4103",1,-16.6096404744368
"FBgn0267214:lncRNA:CR45654",1,-16.6096404744368
"FBgn0010340:140up",1,-8.65831025799077
"FBgn0264075:tgo",1,-11.2144187970452
"FBgn0259938:cwo",1,-7.33988374124203
"FBgn0264426:CG43844",1,-16.6096404744368
"FBti0061729:INE-1{}3668",1,-16.6096404744368
"FBgn0259193:Ir94d",1,-16.6096404744368
"FBti0059722:Dm88{}1661",1,-16.6096404744368
"FBgn0038816:Lrrk",1,-16.6096404744368
"FBgn0019925:Surf4",1,-7.33988374124203
"FBgn0263622:lncRNA:CR43631",1,-16.6096404744368
"FBgn0037714:CG9396",1,-16.6096404744368
"FBgn0038837:KaiR1D",1,-9.65249311449712
"FBgn0085337:CG34308",1,-16.6096404744368
"FBgn0085454:CG34425",1,-16.6096404744368
"FBgn0265266:CG13639",1,-16.6096404744368
"FBgn0038929:CG13408",0.127988859968421,-6.4405049612431
"FBgn0267122:lncRNA:CR45562",1,-16.6096404744368
"FBgn0038233:HtrA2",1,-9.65249311449712
"FBti0061730:INE-1{}3669",1,-16.6096404744368
"FBgn0037550:CG9667",1,-9.24036125502743
"FBgn0261841:pre-mod(mdg4)-AD",1,-16.6096404744368
"FBgn0051025:Ppi1",1,-16.6096404744368
"FBgn0051225:Ir94f",1,-16.6096404744368
"FBti0061713:INE-1{}3652",1,-16.6096404744368
"FBgn0039566:CG4849",1,-10.2316618330772
"FBgn0022943:Cbp20",1,-7.92367810469449
"FBgn0053536:tRNA:Leu-TAA-2-1",1,-16.6096404744368
"FBgn0262081:Csk",1,-6.66268856020116
"FBgn0037610:CG8043",1,-9.65249311449712
"FBgn0267119:lncRNA:CR45559",1,-16.6096404744368
"FBgn0265274:Inx3",0.679529177953609,-8.24473071691295
"FBgn0067783:DPCoAC",1,-10.2316618330772
"FBgn0264840:lncRNA:CR44048",1,-16.6096404744368
"FBgn0051233:CG31233",1,-16.6096404744368
"FBgn0013275:Hsp70Aa",1,-9.24036125502743
"FBgn0037213:CG12581",1,-10.2316618330772
"FBgn0037616:CG8136",1,-16.6096404744368
"FBgn0038533:CG7523",1,-8.92017935717114
"FBgn0004190:snRNA:U6:96Ac",1,-16.6096404744368
"FBgn0267747:lncRNA:CR46078",1,-16.6096404744368
"FBti0060896:H{}2835",1,-16.6096404744368
"FBgn0037418:Osi11",1,-16.6096404744368
"FBgn0264991:CG44142",1,-16.6096404744368
"FBgn0267671:lncRNA:CR46007",1,-16.6096404744368
"FBgn0015737:Hmu",1,-9.65249311449712
"FBgn0267706:lncRNA:CR46039",1,-16.6096404744368
"FBgn0065087:sncRNA:649",1,-16.6096404744368
"FBgn0038148:CG14377",1,-16.6096404744368
"FBgn0037901:Exd2",1,-11.2144187970452
"FBgn0267690:CG46026",1,-16.6096404744368
"FBgn0037837:CG14693",1,-16.6096404744368
"FBgn0039341:CG5112",1,-9.65249311449712
"RR48364_transposable_element:Transpac{}RR48364",1,-16.6096404744368
"FBgn0037986:CG14736",1,-16.6096404744368
"FBti0061867:INE-1{}3806",1,-16.6096404744368
"FBgn0267110:lncRNA:CR45550",1,-16.6096404744368
"FBgn0267104:CG45544",1,-16.6096404744368
"FBgn0037250:CG1074",1,-9.65249311449712
"FBgn0039197:CG17780",1,-16.6096404744368
"FBgn0011961:tRNA:Arg-ACG-1-8",1,-16.6096404744368
"FBgn0038566:bard",1,-16.6096404744368
"FBgn0051481:pb",1,-10.2316618330772
"FBgn0037817:Cyp12e1",1,-16.6096404744368
"FBgn0266464:Nsf2",1,-10.2316618330772
"FBgn0038424:Fntb",0.872759310238145,-7.66122764926626
"FBgn0051242:tRNA:Gly-TCC-1-3",1,-16.6096404744368
"FBgn0051229:CG31229",1,-7.43925248012113
"FBgn0038691:CG5250",1,-16.6096404744368
"FBgn0039069:CG6763",1,-16.6096404744368
"FBgn0037829:CG14691",1,-16.6096404744368
"FBgn0016120:ATPsynD",0.0181394155709966,-2.4841611396445
"FBgn0005596:yem",1,-16.6096404744368
"FBti0020323:1360{}1270",1,-16.6096404744368
"FBgn0038179:CG9312",1,-16.6096404744368
"FBti0019470:Doc{}1468",1,-16.6096404744368
"FBgn0266398:lncRNA:CR45038",1,-16.6096404744368
"FBgn0262540:CG43094",1,-16.6096404744368
"FBgn0040071:tara",1,-8.07529202913998
"FBgn0038423:CG10317",1,-16.6096404744368
"FBgn0045862:btz",1,-11.2144187970452
"FBti0060913:INE-1{}2852",1,-16.6096404744368
"FBgn0051259:CG31259",1,-16.6096404744368
"FBgn0012024:tRNA:Tyr-GTA-1-8",1,-16.6096404744368
"FBgn0267749:lncRNA:CR46080",1,-16.6096404744368
"FBgn0038251:Hexim",1,-8.65831025799077
"FBti0061686:INE-1{}3625",1,-16.6096404744368
"FBgn0038797:Dic2",1,-16.6096404744368
"FBgn0267209:lncRNA:CR45649",1,-16.6096404744368
"FBgn0053483:CG33483",1,-16.6096404744368
"FBgn0039140:Miro",1,-8.43675077520343
"FBgn0038428:CG14894",1,-7.66122764926626
"FBgn0037770:Art4",1,-11.2144187970452
"FBgn0259194:Ir94e",1,-16.6096404744368
"FBgn0085417:natalisin",1,-16.6096404744368
"FBgn0083991:CG34155",1,-7.33988374124203
"FBgn0003093:Pkc98E",1,-5.57599974171262
"FBgn0045866:bai",1,-6.7880865710527
"RR48335_transposable_element:F{}RR48335",1,-16.6096404744368
"FBgn0028468:rtet",1,-16.6096404744368
"FBgn0037908:dpr5",1,-9.24036125502743
"FBti0020311:G4{}1239",1,-16.6096404744368
"FBgn0266749:lncRNA:CR45222",1,-16.6096404744368
"FBgn0267772:lncRNA:CR46103",1,-16.6096404744368
"FBgn0039754:CG9747",1,-16.6096404744368
"FBgn0038919:Qsox2",1,-16.6096404744368
"FBti0062080:INE-1{}4019",1,-16.6096404744368
"FBgn0038105:yellow-f2",1,-16.6096404744368
"FBti0061921:INE-1{}3860",1,-16.6096404744368
"FBgn0003479:spn-A",1,-16.6096404744368
"FBgn0051371:CG31371",1,-16.6096404744368
"FBgn0286880:CR46402",1,-16.6096404744368
"FBgn0038244:CG7987",1,-9.24036125502743
"FBgn0267688:lncRNA:CR46024",1,-16.6096404744368
"FBgn0262897:lncRNA:CR43252",1,-16.6096404744368
"FBgn0037249:eIF3a",1,-9.24036125502743
"FBgn0039041:CG13838",1,-16.6096404744368
"FBgn0037397:CR1075",1,-16.6096404744368
"FBgn0038084:beat-Vc",0.8302890317876,-7.24692042053527
"FBti0063753:Doc3{}5692",1,-16.6096404744368
"FBgn0024957:Irp-1B",1,-10.2316618330772
"FBgn0286741:CG46383",1,-16.6096404744368
"FBgn0026620:tacc",1,-5.24856488206352
"FBgn0051213:CG31213",1,-16.6096404744368
"FBgn0085431:Sol1",1,-9.65249311449712
"FBgn0263995:cpo",0.0363365500869344,-3.56946206973113
"FBgn0011290:Taf12",0.895137874828283,-5.7888839820689
"FBgn0037521:CG2993",1,-7.66122764926626
"FBgn0037347:SecS",1,-7.78649307004617
"FBgn0267159:lncRNA:CR45599",1,-16.6096404744368
"FBgn0022359:Sodh-2",1,-8.92017935717114
"FBgn0265189:sud1",1,-16.6096404744368
"FBti0061735:INE-1{}3674",1,-16.6096404744368
"FBgn0053108:CG33108",1,-11.2144187970452
"FBgn0038013:CG10038",1,-9.65249311449712
"FBti0061079:INE-1{}3018",1,-16.6096404744368
"FBti0063174:INE-1{}5113",1,-16.6096404744368
"FBgn0051091:CG31091",1,-16.6096404744368
"FBgn0264495:gpp",1,-6.4405049612431
"FBgn0038558:CG12347",1,-16.6096404744368
"FBgn0014342:mia",1,-11.2144187970452
"FBgn0086686:l(3)L1231",1,-6.60385333836683
"FBgn0003357:Jon99Ciii",1,-16.6096404744368
"FBgn0267128:lncRNA:CR45568",1,-16.6096404744368
"FBti0060908:1360{}2847",1,-16.6096404744368
"FBgn0039508:CG3368",1,-11.2144187970452
"FBtr0309682_df_nrg:FBtr0309682_df_nrg",1,-16.6096404744368
"FBgn0263633:mir-3644",1,-16.6096404744368
"FBgn0016119:ATPsynCF6",0.0939531868102013,-3.29477555573728
"FBgn0263403:CG43449",1,-16.6096404744368
"FBgn0266397:lncRNA:CR45037",1,-16.6096404744368
"FBgn0264903:CG44094",1,-16.6096404744368
"FBti0019422:opus{}1412",1,-16.6096404744368
"FBgn0039645:CG11898",1,-16.6096404744368
"FBgn0039209:REPTOR",0.981188798516488,-5.96281112502815
"FBgn0016691:ATPsynO",0.0730160773696234,-2.99633289306277
"FBgn0038550:CG17801",1,-16.6096404744368
"FBgn0053293:CG33293",1,-16.6096404744368
"FBgn0267722:asRNA:CR46055",1,-16.6096404744368
"FBgn0038767:trem",1,-11.2144187970452
"FBgn0039739:RpS28a",1,-16.6096404744368
"FBgn0039349:Ssadh",0.963298673451684,-5.7888839820689
"FBgn0262424:mir-10",1,-16.6096404744368
"FBgn0267813:asRNA:CR46138",1,-16.6096404744368
"FBgn0038414:CG6901",1,-16.6096404744368
"FBgn0267685:lncRNA:CR46021",1,-16.6096404744368
"FBgn0004629:Cys",0.355738480258448,-6.92543066547546
"FBtr0304486_df_nrg:FBtr0304486_df_nrg",1,-16.6096404744368
"FBgn0011582:Dop1R1",1,-8.65831025799077
"FBgn0037562:Nazo",1,-16.6096404744368
"FBgn0042110:CG18765",1,-16.6096404744368
"FBgn0039681:CG7582",0.720376784360728,-3.89134734692645
"FBti0062468:INE-1{}4407",1,-16.6096404744368
"FBgn0038705:CG11626",1,-16.6096404744368
"FBgn0051211:CG31211",1,-7.66122764926626
"FBti0020379:invader1{}1345",1,-16.6096404744368
"FBti0215307:gypsy2{}6529",1,-16.6096404744368
"FBti0059706:297{}1645",1,-16.6096404744368
"FBgn0038690:CG11703",1,-16.6096404744368
"FBgn0040529:COX7A",1.96138204026587e-05,-2.62697251114392
"FBgn0039027:CG7031",1,-16.6096404744368
"FBgn0285937:Rab1",0.62084363864055,-4.89113327752592
"FBgn0039656:CG11951",1,-16.6096404744368
"FBgn0020556:lncRNA:bxd",1,-16.6096404744368
"FBgn0014380:RhoL",1,-16.6096404744368
"FBgn0037664:CG8420",1,-11.2144187970452
"FBgn0004436:Ubc6",0.995907953532523,-5.34163772249374
"FBgn0001149:GstD1",1,-16.6096404744368
"FBgn0037635:CG9837",1,-10.2316618330772
"FBgn0004554:Edg91",1,-16.6096404744368
"FBgn0038851:dmrt93B",1,-16.6096404744368
"FBgn0039172:Spase22-23",1,-8.43675077520343
"FBti0061700:INE-1{}3639",1,-16.6096404744368
"FBgn0000416:Sap-r",1,-8.07529202913998
"FBgn0003330:Sce",1,-7.92367810469449
"FBgn0267803:asRNA:CR46128",1,-16.6096404744368
"FBgn0004782:Ccp84Ab",1,-16.6096404744368
"FBgn0037502:wa-cup",1,-16.6096404744368
"FBgn0038134:wntD",1,-16.6096404744368
"FBgn0283536:Vha13",0.000211334468730144,-2.00350289721048
"FBgn0038285:CG6974",1,-16.6096404744368
"FBgn0038871:CG3337",1,-7.24692042053527
"FBgn0037780:ohgt",1,-8.65831025799077
"FBgn0012027:tRNA:Tyr-GTA-1-5",1,-16.6096404744368
"FBgn0038516:P5cr-2",1,-16.6096404744368
"FBgn0053294:CR33294",1,-16.6096404744368
"FBgn0038509:CG14332",1,-16.6096404744368
"FBgn0037534:Elovl7",1,-16.6096404744368
"FBgn0039451:CG6420",1,-10.2316618330772
"FBgn0039770:CG15537",1,-7.15958648893902
"FBgn0263740:eIF2gamma",1,-8.92017935717114
"FBgn0001138:grn",1,-9.65249311449712
"FBgn0261929:5-HT2B",1,-8.24473071691295
"FBgn0039684:Obp99d",1,-16.6096404744368
"FBgn0039280:Mocs2B",1,-16.6096404744368
"FBgn0051410:Npc2e",1,-16.6096404744368
"FBgn0003257:r-l",1,-11.2144187970452
"FBgn0001169:H",1,-10.2316618330772
"FBgn0082978:snoRNA:Psi28S-3091b",1,-16.6096404744368
"FBgn0038993:CG13843",1,-16.6096404744368
"FBgn0038054:CG5509",1,-16.6096404744368
"FBgn0053192:MtnD",1,-16.6096404744368
"FBgn0037721:CG9427",1,-9.65249311449712
"FBgn0086361:alph",1,-7.24692042053527
"FBgn0037779:CG12811",1,-9.65249311449712
"FBti0019376:jockey{}1361",1,-16.6096404744368
"FBgn0265165:lncRNA:CR44234",1,-16.6096404744368
"FBgn0260743:GC1",1,-6.03871133972517
"FBgn0267139:lncRNA:CR45579",1,-16.6096404744368
"FBgn0002941:slou",1,-16.6096404744368
"RR48385_transposable_element:Doc{}RR48385",1,-11.2144187970452
"FBgn0037742:Rpt3R",1,-16.6096404744368
"FBgn0263499:lncRNA:CR43488",1,-16.6096404744368
"FBti0061792:1360{}3731",1,-16.6096404744368
"FBgn0037997:CG14742",1,-11.2144187970452
"FBgn0025821:I-t",1,-16.6096404744368
"FBgn0263018:snRNA:U4atac",1,-16.6096404744368
"FBgn0051038:CG31038",1,-11.2144187970452
"FBgn0039689:CIA30",1,-7.78649307004617
"FBgn0267789:lncRNA:CR46120",1,-16.6096404744368
"FBgn0039554:CG5003",1,-9.24036125502743
"FBgn0039250:Mink",1,-16.6096404744368
"FBgn0037592:CG11737",1,-11.2144187970452
"FBgn0028997:nmdyn-D7",1,-16.6096404744368
"FBgn0011666:msi",0.729616101046525,-4.34193026013429
"FBgn0267190:lncRNA:CR45630",1,-16.6096404744368
"FBgn0037500:CG17944",1,-16.6096404744368
"FBgn0284081:CG46303",1,-16.6096404744368
"FBgn0262975:cnc",1,-7.78649307004617
"FBgn0263626:lncRNA:CR43635",1,-16.6096404744368
"FBgn0262167:ana1",1,-11.2144187970452
"FBgn0000064:Ald1",0.0875755472585873,-2.41298626119569
"FBgn0038163:CG10841",1,-16.6096404744368
"FBgn0039149:CG18428",0.980471346228135,-6.16061818104822
"FBgn0027109:NPF",1,-9.65249311449712
"FBgn0278597:lncRNA:CR46267",1,-16.6096404744368
"FBti0019285:roo{}1189",1,-16.6096404744368
"FBgn0267560:lncRNA:CR45900",1,-16.6096404744368
"FBgn0038425:CG14881",1,-8.92017935717114
"FBti0061795:Cr1a{}3734",1,-16.6096404744368
"FBgn0038482:CG4053",1,-16.6096404744368
"FBgn0286885:CR46407",1,-16.6096404744368
"FBgn0012000:tRNA:Val-CAC-2-3",1,-16.6096404744368
"FBgn0250832:Dup99B",1,-16.6096404744368
"FBgn0037643:ScsbetaA",0.992618992422275,-4.39082977212286
"FBgn0267236:CG45676",1,-16.6096404744368
"FBgn0038140:PK2-R1",1,-16.6096404744368
"FBtr0472724_df_nrg:FBtr0472724_df_nrg",1,-16.6096404744368
"FBgn0267108:CR45548",1,-16.6096404744368
"FBgn0061476:Zwilch",1,-16.6096404744368
"FBgn0267713:lncRNA:CR46046",1,-16.6096404744368
"FBgn0038122:CG8138",1,-11.2144187970452
"FBti0061829:Tc3{}3768",1,-16.6096404744368
"FBgn0029170:TwdlT",1,-16.6096404744368
"FBgn0003450:snk",1,-16.6096404744368
"FBgn0267563:lncRNA:CR45903",1,-16.6096404744368
"FBgn0039596:CG10000",1,-16.6096404744368
"FBti0062914:HMS-Beagle{}4853",1,-16.6096404744368
"FBgn0038490:Smug",1,-10.2316618330772
"FBgn0039106:CG10301",1,-16.6096404744368
"FBgn0039335:Vps33B",1,-11.2144187970452
"FBgn0038879:CG17298",1,-8.65831025799077
"FBgn0265065:asRNA:CR44176",1,-16.6096404744368
"FBgn0086665:snoRNA:Psi18S-1377a",1,-16.6096404744368
"FBti0061075:INE-1{}3014",1,-16.6096404744368
"FBgn0267151:lncRNA:CR45591",1,-16.6096404744368
"RR45929_transposable_element:S{}RR45929",1,-16.6096404744368
"FBgn0037336:CG2519",1,-8.65831025799077
"FBgn0003651:svp",1,-8.07529202913998
"FBgn0265420:lncRNA:CR44332",1,-16.6096404744368
"FBgn0037690:Task7",1,-7.15958648893902
"FBgn0038106:CG7488",1,-7.54597509110777
"FBgn0001321:knk",1,-16.6096404744368
"FBti0019348:flea{}1281",1,-16.6096404744368
"FBgn0037225:TwdlG",1,-10.2316618330772
"FBgn0038082:Ugt37A2",1,-16.6096404744368
"FBgn0005355:Su(fu)",1,-10.2316618330772
"FBgn0000150:awd",0.955251344785237,-5.0588079439096
"FBgn0053551:tRNA:Arg-TCG-2-4",1,-16.6096404744368
"FBgn0037577:CG7443",1,-16.6096404744368
"FBgn0038866:CG5810",1,-16.6096404744368
"FBgn0038429:CG14882",1,-8.92017935717114
"FBti0059903:INE-1{}1842",1,-16.6096404744368
"FBgn0038981:CG5346",1,-16.6096404744368
"FBgn0262144:CG42870",1,-16.6096404744368
"FBti0062095:INE-1{}4034",1,-16.6096404744368
"FBti0215196:1360{}6417",1,-16.6096404744368
"FBgn0038654:CG14298",1,-16.6096404744368
"FBgn0027934:alpha-Est4aPsi",1,-16.6096404744368
"FBgn0039789:CG9717",1,-16.6096404744368
"FBgn0266381:lncRNA:CR45023",1,-16.6096404744368
"FBgn0039589:CG9986",1,-9.24036125502743
"FBtr0304177_df_nrg:FBtr0304177_df_nrg",1,-16.6096404744368
"FBti0063155:INE-1{}5094",1,-16.6096404744368
"FBgn0267200:lncRNA:CR45640",1,-16.6096404744368
"FBgn0039591:CG9988",1,-16.6096404744368
"FBgn0039718:CG15517",1,-16.6096404744368
"FBgn0264788:asRNA:CR44018",1,-11.2144187970452
"FBgn0038241:CG8087",1,-16.6096404744368
"FBgn0038018:Tim17a1",1,-16.6096404744368
"FBgn0263407:lncRNA:CR43453",1,-16.6096404744368
"FBgn0038715:CG7333",1,-16.6096404744368
"FBgn0039478:Nep5",1,-16.6096404744368
"FBgn0004117:Tm2",1,-16.6096404744368
"FBgn0051577:tRNA:Ala-AGC-1-1",1,-16.6096404744368
"FBtr0445451_df_nrg:FBtr0445451_df_nrg",1,-16.6096404744368
"FBgn0028708:Mst85C",1,-8.65831025799077
"FBgn0046222:Wdr33",1,-8.24473071691295
"FBgn0267153:lncRNA:CR45593",1,-16.6096404744368
"FBgn0039637:Ctl2",1,-9.65249311449712
"FBgn0263498:lncRNA:CR43487",1,-16.6096404744368
"FBgn0283477:SF2",1,-5.8907052339932
"FBgn0051382:tRNA:Asp-GTC-1-12",1,-16.6096404744368
"FBgn0039370:CG4956",1,-16.6096404744368
"FBgn0038126:CG8483",0.019956121131785,-8.07529202913998
"FBgn0265101:Sgt1",1,-7.15958648893902
"FBgn0015019:CCT3",1,-8.24473071691295
"FBgn0051068:CG31068",1,-16.6096404744368
"FBti0062499:INE-1{}4438",1,-16.6096404744368
"FBgn0263501:lncRNA:CR43490",1,-16.6096404744368
"FBtr0472825_df_nrg:FBtr0472825_df_nrg",1,-16.6096404744368
"FBgn0037218:aux",1,-8.92017935717114
"FBti0061710:INE-1{}3649",1,-16.6096404744368
"FBgn0011670:Mst57Dc",1,-16.6096404744368
"FBgn0000527:e",1,-6.16061818104822
"FBgn0037613:Cks85A",1,-7.92367810469449
"FBgn0027608:CG2082",0.249454788486768,-5.16113430390152
"FBti0061725:INE-1{}3664",1,-16.6096404744368
"FBgn0051477:ATPsynepsilonL",1,-16.6096404744368
"FBgn0051292:CR31292",1,-16.6096404744368
"FBti0059876:INE-1{}1815",1,-16.6096404744368
"FBti0059720:Dm88{}1659",1,-16.6096404744368
"FBgn0267431:Myo81F",1,-6.07821335872265
"FBgn0039563:CG4951",1,-9.65249311449712
"FBgn0261046:Dscam3",0.39544728741237,-8.07529202913998
"FBgn0267679:lncRNA:CR46015",1,-16.6096404744368
"FBti0019396:opus{}1381",1,-16.6096404744368
"FBgn0263398:Uck",1,-6.99933895378183
"FBgn0046885:Gr98d",1,-16.6096404744368
"FBgn0004577:Pxd",1,-16.6096404744368
"FBgn0267750:asRNA:CR46081",1,-16.6096404744368
"FBgn0267569:asRNA:CR45909",1,-16.6096404744368
"FBgn0003308:ry",1,-16.6096404744368
"FBgn0038818:Nep4",1,-8.43675077520343
"FBgn0039736:CG7912",1,-16.6096404744368
"FBti0062551:INE-1{}4490",1,-16.6096404744368
"FBgn0037531:CG10445",1,-16.6096404744368
"FBgn0266405:CG45045",1,-16.6096404744368
"FBgn0013949:Elal",1,-9.65249311449712
"FBgn0044809:TotZ",1,-16.6096404744368
"FBgn0262614:pyd",0.904014134005542,-6.00026215095458
"FBgn0051115:CG31115",1,-16.6096404744368
"FBgn0260962:pic",1,-16.6096404744368
"FBgn0037606:CG8032",1,-8.43675077520343
"FBgn0038976:Pfdn5",0.897545459613728,-6.20365562870072
"FBgn0037517:CG10086",1,-16.6096404744368
"FBgn0051326:CG31326",1,-16.6096404744368
"FBgn0039309:CG11891",1,-16.6096404744368
"FBgn0021750:SerRS-m",1,-8.43675077520343
"FBgn0002862:Mst87F",1,-16.6096404744368
"FBgn0260399:gwl",1,-16.6096404744368
"FBti0059825:INE-1{}1764",1,-16.6096404744368
"FBgn0083048:snoRNA:Psi18S-1377d",1,-16.6096404744368
"FBti0019307:diver{}1223",1,-16.6096404744368
"FBgn0261994:CG42812",1,-16.6096404744368
"FBgn0039677:ppk30",1,-16.6096404744368
"FBgn0037387:CG1213",1,-9.24036125502743
"FBgn0038313:CG4338",1,-9.24036125502743
"FBgn0263343:lncRNA:CR43424",1,-16.6096404744368
"FBgn0039369:CG17195",1,-16.6096404744368
"FBgn0037238:CG1090",0.992357689563117,-6.60385333836683
"FBgn0025808:Rad17",1,-10.2316618330772
"FBti0063928:INE-1{}5867",1,-16.6096404744368
"FBti0061702:INE-1{}3641",1,-16.6096404744368
"FBgn0260759:CG42557",1,-16.6096404744368
"FBgn0039115:CG10214",1,-7.24692042053527
"FBgn0037737:Pnn",1,-8.07529202913998
"FBti0062939:INE-1{}4878",1,-16.6096404744368
"FBgn0037350:Dph4",1,-8.92017935717114
"FBgn0037515:Sp7",1,-16.6096404744368
"FBgn0266699:asRNA:CR45189",1,-16.6096404744368
"FBgn0264706:CR43975",1,-16.6096404744368
"FBgn0037340:CG14671",1,-7.54597509110777
"FBgn0038849:CG7079",1,-16.6096404744368
"FBti0063920:INE-1{}5859",1,-16.6096404744368
"FBgn0261932:CG42798",1,-16.6096404744368
"FBgn0065066:snoRNA:Me28S-A2564",1,-16.6096404744368
"FBti0060339:Tc1-2{}2278",1,-16.6096404744368
"FBgn0001112:Gld",1,-16.6096404744368
"FBgn0039875:sip3",1,-9.24036125502743
"FBgn0037365:CG2104",1,-16.6096404744368
"FBgn0039811:CG15550",1,-16.6096404744368
"FBgn0053213:Boh1",1,-10.2316618330772
"FBgn0037962:Dnali1",1,-16.6096404744368
"FBti0019309:1360{}1226",1,-16.6096404744368
"FBti0063109:INE-1{}5048",1,-16.6096404744368
"FBgn0003429:slo",0.782200707624819,-4.70957710824102
"FBgn0011725:twin",1,-7.92367810469449
"FBgn0263399:CG43445",1,-16.6096404744368
"FBgn0051121:CG31121",1,-11.2144187970452
"FBgn0062411:Ctr1C",1,-16.6096404744368
"FBgn0261006:snoRNA:83E4-5",1,-16.6096404744368
"FBgn0263449:asRNA:CR43472",1,-16.6096404744368
"FBgn0051354:Hsp70Bbb",1,-16.6096404744368
"FBgn0264816:koko",1,-16.6096404744368
"FBgn0037758:CG9467",1,-8.92017935717114
"FBgn0286032:lncRNA:CR46352",1,-16.6096404744368
"FBti0019370:S{}1355",1,-16.6096404744368
"FBgn0037916:CG5342",1,-16.6096404744368
"FBgn0038055:trus",1,-7.43925248012113
"FBgn0265159:asRNA:CR44228",1,-16.6096404744368
"FBgn0026598:Apc2",1,-16.6096404744368
"FBgn0262808:CG43179",1,-16.6096404744368
"FBgn0038546:CG7379",1,-7.92367810469449
"FBti0019333:297{}1261",1,-16.6096404744368
"FBgn0011745:Arp1",1,-5.92630774488065
"FBgn0037406:Osi1",1,-16.6096404744368
"FBti0019459:H{}1456",1,-16.6096404744368
"FBgn0267566:lncRNA:CR45906",1,-16.6096404744368
"FBgn0039034:Or94b",1,-16.6096404744368
"FBgn0004369:Ptp99A",0.0424438592038157,-3.86519890491902
"FBgn0039598:aqrs",1,-16.6096404744368
"FBgn0266581:pit",1,-11.2144187970452
"FBgn0261393:alpha-Est5",1,-16.6096404744368
"FBti0062456:INE-1{}4395",1,-16.6096404744368
"FBgn0085345:CG34316",1,-11.2144187970452
"FBgn0004185:snRNA:U1:95Ca",1,-16.6096404744368
"FBgn0039161:CG13606",1,-16.6096404744368
"FBgn0000591:E(spl)m8-HLH",1,-16.6096404744368
"FBgn0039494:grass",1,-11.2144187970452
"FBgn0260794:ctrip",1,-8.07529202913998
"FBgn0086056:snoRNA:Me18S-A425",1,-16.6096404744368
"FBti0019315:BS{}1233",1,-16.6096404744368
"FBgn0039031:Gbp3",1,-16.6096404744368
"FBgn0014141:cher",1,-16.6096404744368
"FBgn0262562:CG43102",1,-7.43925248012113
"FBgn0003275:Polr2F",1,-7.24692042053527
"FBti0019440:412{}1431",1,-16.6096404744368
"FBti0215206:1360{}6427",1,-16.6096404744368
"FBgn0270925:CG4836",1,-16.6096404744368
"FBgn0083974:CG34138",1,-16.6096404744368
"FBgn0260237:BBIP1",1,-16.6096404744368
"FBgn0026063:KP78b",1,-16.6096404744368
"FBgn0038158:CG14370",1,-16.6096404744368
"FBgn0013347:TfIIA-S",0.970755326015963,-5.41560751395203
"FBgn0051269:CG31269",1,-16.6096404744368
"FBgn0037844:CG4570",1,-16.6096404744368
"FBgn0040271:Sulf1",1,-9.24036125502743
"FBgn0039495:CG5909",1,-16.6096404744368
"FBgn0038124:CG14380",1,-16.6096404744368
"FBti0019291:transib3{}1202",1,-16.6096404744368
"FBgn0264790:asRNA:CR44020",1,-16.6096404744368
"FBti0061892:INE-1{}3831",1,-16.6096404744368
"FBgn0039431:plum",1,-6.29378483848943
"FBgn0025571:SF1",1,-11.2144187970452
"FBgn0037554:PolI",1,-9.65249311449712
"FBgn0051518:tRNA:Gly-TCC-1-4",1,-16.6096404744368
"FBgn0037284:CG14659",1,-16.6096404744368
"FBgn0022787:Hel89B",1,-8.43675077520343
"FBgn0038795:CG4335",1,-16.6096404744368
"FBgn0015011:AhcyL2",1,-16.6096404744368
"FBgn0042111:CG18766",1,-6.85512484598672
"FBgn0003129:Poxm",1,-16.6096404744368
"FBgn0038511:cysu",1,-16.6096404744368
"FBgn0267233:lncRNA:CR45673",1,-16.6096404744368
"FBgn0037536:CG2698",1,-10.2316618330772
"FBti0215292:Doc3{}6514",1,-16.6096404744368
"FBgn0267770:asRNA:CR46101",1,-16.6096404744368
"FBgn0037931:CG18476",1,-16.6096404744368
"FBgn0038855:Tbc1d22",1,-16.6096404744368
"FBgn0039359:RpL27",0.776637364018824,-4.92674648462038
"FBgn0000564:Eh",1,-10.2316618330772
"FBgn0026441:ear",1,-7.66122764926626
"FBgn0038237:Pde6",0.679929281395775,-4.40331808453704
"FBgn0037514:CG10919",1,-16.6096404744368
"FBgn0038033:CG10097",1,-16.6096404744368
"FBgn0039319:CG13659",1,-16.6096404744368
"FBgn0286879:CR46401",1,-16.6096404744368
"FBgn0082983:snoRNA:Psi28S-2626",1,-16.6096404744368
