"Gene","PValue","logFC"
"FBti0019968:S{}746",1,-16.6096404744368
"FBgn0033899:CG13016",1,-10.2316618330772
"FBgn0034911:GlyT",1,-7.92367810469449
"FBti0059739:mdg1{}1678",1,-16.6096404744368
"FBgn0041581:AttB",1,-16.6096404744368
"FBti0060550:blood{}2489",1,-16.6096404744368
"FBgn0261584:CG42694",1,-16.6096404744368
"FBgn0050161:CG30161",1,-16.6096404744368
"FBgn0033751:CG8818",1,-5.92630774488065
"FBgn0021814:Vps28",1,-6.24801651992264
"FBti0018916:F{}848",1,-16.6096404744368
"FBti0061618:412{}3557",1,-16.6096404744368
"FBgn0034317:CG14499",1,-16.6096404744368
"FBgn0013750:Arf6",0.762121940833892,-6.99933895378183
"FBgn0033571:Polr2E",1,-8.07529202913998
"FBgn0262594:CheA46a",1,-16.6096404744368
"FBgn0034460:CG18367",1,-10.2316618330772
"FBti0019273:S{}652",1,-16.6096404744368
"FBgn0050109:CG30109",1,-8.07529202913998
"FBti0063092:Cr1a{}5031",1,-16.6096404744368
"FBgn0035060:Eps-15",1,-8.65831025799077
"FBgn0085229:CG34200",1,-6.20365562870072
"FBgn0260763:CG42561",1,-16.6096404744368
"FBgn0034314:nopo",1,-16.6096404744368
"FBgn0034546:CG13442",1,-16.6096404744368
"FBgn0266764:lncRNA:CR45229",1,-16.6096404744368
"FBgn0033471:CG12134",1,-16.6096404744368
"FBgn0033403:CG13739",0.318241011403694,-4.77298552291067
"FBgn0015477:Rme-8",1,-10.2316618330772
"FBti0061231:INE-1{}3170",1,-16.6096404744368
"FBgn0250830:CG12547",1,-7.15958648893902
"FBgn0050273:CG30273",1,-16.6096404744368
"FBti0064009:INE-1{}5948",1,-16.6096404744368
"FBti0062471:INE-1{}4410",1,-16.6096404744368
"FBti0018926:I{}777",1,-16.6096404744368
"FBti0062587:Rt1b{}4526",1,-16.6096404744368
"FBgn0264957:lncRNA:CR44126",1,-16.6096404744368
"FBti0064274:INE-1{}6213",1,-16.6096404744368
"FBgn0086659:snoRNA:Psi18S-176",1,-16.6096404744368
"FBgn0033794:CG13326",1,-16.6096404744368
"FBgn0262817:CG43188",1,-16.6096404744368
"FBti0061461:micropia{}3400",1,-16.6096404744368
"FBti0062497:INE-1{}4436",1,-16.6096404744368
"FBgn0262446:mir-137",1,-16.6096404744368
"FBti0060948:Doc2{}2887",1,-11.2144187970452
"FBti0061256:INE-1{}3195",1,-16.6096404744368
"FBti0061533:Ivk{}3472",1,-16.6096404744368
"FBti0215098:1360{}6319",1,-16.6096404744368
"FBgn0286005:mir-11182",1,-16.6096404744368
"FBti0061289:INE-1{}3228",1,-16.6096404744368
"FBti0215274:297{}6495",1,-16.6096404744368
"FBgn0035035:Samtor",1,-8.92017935717114
"FBti0019949:GATE{}719",1,-16.6096404744368
"FBti0061486:gypsy12{}3425",1,-16.6096404744368
"FBti0019920:1360{}676",1,-16.6096404744368
"FBti0061696:INE-1{}3635",1,-16.6096404744368
"FBgn0265631:CG44438",1,-16.6096404744368
"FBti0061658:Rt1b{}3597",1,-16.6096404744368
"FBgn0004101:bs",1,-10.2316618330772
"FBgn0034354:GstE11",1,-16.6096404744368
"FBti0215136:1360{}6357",1,-16.6096404744368
"FBgn0266047:CG44812",1,-16.6096404744368
"FBti0019907:Doc3{}646",1,-16.6096404744368
"FBgn0266049:lncRNA:CR44814",1,-16.6096404744368
"FBgn0050067:Obp50a",1,-16.6096404744368
"FBgn0034205:CG10950",1,-16.6096404744368
"FBgn0262806:CR43177",1,-16.6096404744368
"FBti0061108:diver2{}3047",1,-16.6096404744368
"FBgn0003731:Egfr",1,-11.2144187970452
"FBtr0472755_df_nrg:FBtr0472755_df_nrg",1,-16.6096404744368
"FBgn0086408:stl",1,-16.6096404744368
"FBgn0043533:Obp56f",1,-16.6096404744368
"FBgn0033901:O-fut1",1,-8.92017935717114
"FBgn0005631:robo1",1,-6.7880865710527
"FBgn0053558:mim",1,-9.65249311449712
"FBgn0028836:CSN7",1,-6.7880865710527
"FBgn0029092:ced-6",1,-8.24473071691295
"FBgn0286782:flz",1,-16.6096404744368
"FBgn0033413:prel",0.920402170143212,-5.44113160979504
"FBgn0040660:CG13551",0.448379019501616,-6.20365562870072
"FBti0060861:INE-1{}2800",1,-16.6096404744368
"FBgn0262966:CG43277",1,-16.6096404744368
"FBgn0010241:Mdr50",1,-16.6096404744368
"FBgn0033062:Ars2",1,-7.54597509110777
"FBgn0027504:bsd",1,-8.07529202913998
"FBgn0033988:pcs",1,-6.38992209657714
"FBti0059686:1360{}1625",1,-16.6096404744368
"FBgn0011956:tRNA:Arg-ACG-1-3",1,-16.6096404744368
"FBgn0033154:CG1850",1,-16.6096404744368
"FBti0060942:INE-1{}2881",1,-16.6096404744368
"FBgn0033502:CG12910",1,-10.2316618330772
"FBgn0033268:Obp44a",0.659036535639439,-4.09911906427864
"FBti0064029:mdg3{}5968",1,-16.6096404744368
"FBgn0033313:Cirl",1,-6.34105282510753
"FBgn0261580:CG42690",1,-16.6096404744368
"FBgn0263444:asRNA:CR43467",1,-16.6096404744368
"FBgn0011936:tRNA:Asn-GTT-1-3",1,-16.6096404744368
"FBgn0034938:CG3803",1,-9.24036125502743
"FBgn0034452:Oseg6",1,-16.6096404744368
"FBti0063705:INE-1{}5644",1,-16.6096404744368
"FBgn0034379:CG15073",1,-9.24036125502743
"FBti0061327:Doc{}3266",1,-16.6096404744368
"FBgn0286873:CG46395",1,-16.6096404744368
"FBgn0286876:CG46398",1,-16.6096404744368
"FBgn0034518:CG13430",1,-16.6096404744368
"FBgn0283509:Phm",0.757452761285055,-5.39052715015135
"FBgn0265185:CG44250",1,-16.6096404744368
"FBgn0010434:cora",0.79811396675667,-6.92543066547546
"FBti0063197:Tc3{}5136",1,-16.6096404744368
"FBgn0266631:lncRNA:CR45138",1,-16.6096404744368
"FBti0062366:INE-1{}4305",1,-16.6096404744368
"FBgn0086129:snama",1,-8.65831025799077
"FBti0060362:invader1{}2301",1,-16.6096404744368
"FBgn0263976:asRNA:CR43728",1,-16.6096404744368
"FBgn0050486:CG30486",1,-16.6096404744368
"FBgn0034131:CG15712",1,-16.6096404744368
"FBgn0034646:Rae1",1,-8.65831025799077
"FBgn0265498:asRNA:CR44367",1,-16.6096404744368
"FBgn0063386:snoRNA:Me18S-A28a",1,-16.6096404744368
"FBti0061114:INE-1{}3053",1,-16.6096404744368
"FBgn0259738:CG42392",0.969372477314168,-4.45438126791461
"FBgn0034636:twz",0.856553677282881,-6.16061818104822
"FBgn0264379:lncRNA:CR43831",1,-16.6096404744368
"FBti0060524:INE-1{}2463",1,-16.6096404744368
"FBgn0033369:CG8197",1,-16.6096404744368
"FBti0061216:INE-1{}3155",1,-16.6096404744368
"FBgn0050198:tRNA:Ala-CGC-1-1",1,-16.6096404744368
"FBti0061255:INE-1{}3194",1,-16.6096404744368
"FBgn0050104:NT5E-2",1,-16.6096404744368
"FBgn0034106:CG9068",1,-16.6096404744368
"FBti0061001:Max{}2940",1,-16.6096404744368
"FBgn0265177:CG44242",0.997377369840584,-4.48060700612746
"FBti0064125:Cr1a{}6064",1,-16.6096404744368
"FBgn0053627:CG33627",1,-16.6096404744368
"FBgn0010213:Sod2",0.976454139455027,-5.7888839820689
"FBgn0033296:Mal-A7",1,-16.6096404744368
"FBti0018893:Cr1a{}667",1,-16.6096404744368
"FBgn0034793:asrij",1,-8.92017935717114
"FBgn0033667:reb",1,-16.6096404744368
"FBgn0050279:CR30279",1,-16.6096404744368
"FBti0063215:INE-1{}5154",1,-16.6096404744368
"FBgn0263077:M7BP",1,-16.6096404744368
"FBgn0033440:CG10459",1,-16.6096404744368
"FBgn0085486:CG34457",1,-16.6096404744368
"FBti0060665:Idefix{}2604",1,-16.6096404744368
"FBgn0004921:Ggamma1",0.543923232318954,-3.23775009829436
"FBti0061715:Cr1a{}3654",1,-16.6096404744368
"FBti0059803:gtwin{}1742",1,-16.6096404744368
"FBgn0015721:ktub",1,-8.65831025799077
"FBgn0033961:ND-B15",0.977096921967355,-5.49357581562901
"FBgn0033257:sand",1,-16.6096404744368
"FBgn0034394:CG15096",1,-16.6096404744368
"FBgn0265538:CG44388",1,-16.6096404744368
"FBti0061057:INE-1{}2996",1,-16.6096404744368
"FBtr0472751_df_nrg:FBtr0472751_df_nrg",1,-16.6096404744368
"FBti0061734:FB{}3673",1,-16.6096404744368
"FBgn0033738:DUBAI",1,-9.65249311449712
"FBgn0261545:CG42663",1,-8.92017935717114
"FBgn0034706:CG11275",1,-11.2144187970452
"FBgn0050223:tRNA:His-GTG-1-5",1,-16.6096404744368
"FBgn0028371:jbug",1,-16.6096404744368
"FBgn0011604:Iswi",1,-8.92017935717114
"FBgn0062440:EMRE",0.959216740203133,-5.03918563541539
"FBti0064168:Stalker4{}6107",1,-16.6096404744368
"FBgn0033644:Tret1-2",1,-16.6096404744368
"FBgn0027054:CSN4",1,-8.24473071691295
"FBti0059872:invader3{}1811",1,-16.6096404744368
"FBgn0262819:CG43190",1,-16.6096404744368
"FBti0215109:1360{}6330",1,-16.6096404744368
"FBgn0000326:clt",1,-16.6096404744368
"FBgn0085223:CG34194",1,-16.6096404744368
"FBgn0011910:tRNA:Leu-CAA-1-1",1,-16.6096404744368
"FBgn0261786:mi",1,-16.6096404744368
"FBti0215288:diver2{}6510",1,-16.6096404744368
"FBgn0033081:geminin",1,-8.65831025799077
"FBgn0265655:lncRNA:CR44462",1,-16.6096404744368
"FBgn0053198:pen-2",1,-9.24036125502743
"FBgn0033279:CG2291",1,-16.6096404744368
"FBgn0033177:CG11141",1,-9.24036125502743
"FBti0064279:INE-1{}6218",1,-16.6096404744368
"FBgn0024232:gprs",1,-6.66268856020116
"FBgn0033210:U2A",1,-9.65249311449712
"FBgn0050187:CG30187",1,-16.6096404744368
"FBgn0035024:CG11414",1,-8.43675077520343
"FBti0061681:1360{}3620",1,-16.6096404744368
"FBti0018948:Tirant{}834",1,-16.6096404744368
"FBgn0034329:BomS1",1,-16.6096404744368
"FBgn0040777:CG14767",0.96853309587117,-4.77298552291067
"FBgn0263084:HP1Lcsd",1,-16.6096404744368
"FBti0061266:INE-1{}3205",1,-16.6096404744368
"FBgn0265646:lncRNA:CR44453",1,-16.6096404744368
"FBgn0025352:Mtpbeta",1,-10.2316618330772
"FBgn0263092:CR43360",1,-16.6096404744368
"FBgn0262476:CG43066",0.991256008103482,-5.49357581562901
"RR48339_transposable_element:3S18{}RR48339",1,-16.6096404744368
"FBgn0034403:CG18190",1,-16.6096404744368
"FBgn0050158:CG30158",1,-8.92017935717114
"FBti0215111:1360{}6332",1,-16.6096404744368
"FBti0215315:invader1{}6537",1,-16.6096404744368
"FBgn0050383:CG30383",1,-16.6096404744368
"FBti0018872:412{}881",1,-16.6096404744368
"FBgn0034487:Efhc1.2",1,-16.6096404744368
"FBti0061207:INE-1{}3146",1,-16.6096404744368
"FBgn0022986:qkr58E-1",1,-7.66122764926626
"FBgn0265643:lncRNA:CR44450",1,-16.6096404744368
"FBti0019910:GATE{}654",1,-16.6096404744368
"FBgn0034515:CG13428",1,-16.6096404744368
"FBgn0034973:CG13564",1,-16.6096404744368
"FBgn0033135:Tsp42En",1,-11.2144187970452
"FBgn0034021:CG8180",1,-9.24036125502743
"FBti0060278:INE-1{}2217",1,-16.6096404744368
"FBgn0033766:Nup188",1,-16.6096404744368
"FBti0019946:rover{}716",1,-16.6096404744368
"FBgn0050120:CG30120",1,-16.6096404744368
"FBti0063837:INE-1{}5776",1,-16.6096404744368
"FBgn0041579:AttC",1,-11.2144187970452
"FBgn0265589:asRNA:CR44416",1,-16.6096404744368
"FBti0060117:INE-1{}2056",1,-16.6096404744368
"FBgn0004580:Cbp53E",1.83228174250042e-07,-1.30217160098851
"FBgn0033055:Tbce",1,-7.78649307004617
"RR48354_transposable_element:hopper{}RR48354",1,-16.6096404744368
"FBti0061188:INE-1{}3127",1,-16.6096404744368
"FBgn0259678:sqa",1,-16.6096404744368
"FBgn0082933:snoRNA:Me28S-G1083c",1,-16.6096404744368
"FBti0062400:INE-1{}4339",1,-16.6096404744368
"FBgn0261853:CG42782",1,-16.6096404744368
"FBgn0028981:tRNA:Ser-CGA-1-4",1,-16.6096404744368
"FBti0062466:INE-1{}4405",1,-16.6096404744368
"FBti0059731:roo{}1670",1,-16.6096404744368
"FBgn0035003:CG15873",1,-16.6096404744368
"FBti0019002:mdg1{}885",1,-16.6096404744368
"FBgn0262570:CG43110",1,-16.6096404744368
"FBgn0013467:igl",2.57604023351304e-08,-1.78553934206012
"FBti0061806:HB{}3745",1,-16.6096404744368
"FBti0063189:INE-1{}5128",1,-16.6096404744368
"FBti0059732:H{}1671",1,-16.6096404744368
"FBgn0053409:5SrRNA:CR33409",1,-16.6096404744368
"FBgn0259985:Mppe",1,-8.65831025799077
"FBti0060792:INE-1{}2731",1,-16.6096404744368
"FBgn0033443:CG1698",1,-16.6096404744368
"FBti0059774:GATE{}1713",1,-16.6096404744368
"FBgn0050356:CG30356",1,-16.6096404744368
"FBgn0034096:CG7786",1,-16.6096404744368
"FBgn0010549:l(2)03659",1,-16.6096404744368
"FBgn0259211:grh",1,-11.2144187970452
"FBgn0034577:cpa",1,-8.65831025799077
"FBti0063148:baggins{}5087",1,-16.6096404744368
"FBgn0053964:CG33964",1,-16.6096404744368
"FBti0061910:transib3{}3849",1,-16.6096404744368
"FBgn0011848:tRNA:Glu-TTC-1-6",1,-16.6096404744368
"FBti0062537:Rt1c{}4476",1,-16.6096404744368
"FBti0063057:Doc4{}4996",1,-16.6096404744368
"FBti0060589:G2{}2528",1,-16.6096404744368
"FBti0063090:Cr1a{}5029",1,-16.6096404744368
"FBgn0033484:CG2269",0.212849491479844,-3.8310556004103
"FBti0063017:INE-1{}4956",1,-16.6096404744368
"FBgn0265500:lncRNA:CR44369",1,-16.6096404744368
"FBgn0033970:CG10205",1,-16.6096404744368
"FBgn0050083:CG30083",1,-16.6096404744368
"FBti0061759:Cr1a{}3698",1,-16.6096404744368
"FBgn0261854:aPKC",0.981199903285164,-6.34105282510753
"FBti0215127:1360{}6348",1,-16.6096404744368
"FBgn0085408:Shrm",1,-10.2316618330772
"FBti0061663:Quasimodo{}3602",1,-16.6096404744368
"FBgn0033351:AIMP1",1,-8.24473071691295
"FBgn0260437:CR42532",1,-16.6096404744368
"FBti0061227:INE-1{}3166",1,-16.6096404744368
"FBgn0033789:CG13324",1,-16.6096404744368
"FBgn0033785:Sans",1,-16.6096404744368
"FBti0061252:INE-1{}3191",1,-16.6096404744368
"FBgn0033905:CG18324",1,-10.2316618330772
"FBgn0034844:CG9861",1,-16.6096404744368
"FBgn0003091:Pkc53E",0.831002288468257,-4.00095493673021
"FBgn0028561:sut3",1,-16.6096404744368
"FBgn0022027:Vps25",1,-7.92367810469449
"FBti0063862:INE-1{}5801",1,-16.6096404744368
"FBti0063099:Fw2{}5038",1,-16.6096404744368
"FBti0061844:Fw2{}3783",1,-16.6096404744368
"FBti0018982:invader2{}621",1,-16.6096404744368
"FBgn0266850:lncRNA:CR45311",1,-16.6096404744368
"FBgn0027495:Smyd4-4",1,-10.2316618330772
"FBti0061875:diver2{}3814",1,-16.6096404744368
"FBgn0063376:snoRNA:U76:54Eb",1,-16.6096404744368
"FBti0064008:INE-1{}5947",1,-16.6096404744368
"FBgn0002567:Rab32",1,-10.2316618330772
"FBgn0050392:CG30392",1,-7.15958648893902
"FBgn0034545:CG13438",1,-16.6096404744368
"FBti0060978:INE-1{}2917",1,-16.6096404744368
"FBgn0061188:lncRNA:Yu",1,-16.6096404744368
"FBgn0265106:lncRNA:CR44208",1,-16.6096404744368
"FBti0061287:INE-1{}3226",1,-16.6096404744368
"FBgn0033724:CG8501",1,-16.6096404744368
"FBgn0085425:CG34396",1,-16.6096404744368
"FBgn0011933:tRNA:Asn-GTT-1-4",1,-16.6096404744368
"FBgn0266849:lncRNA:CR45310",1,-16.6096404744368
"FBgn0033886:Rpn13",1,-6.92543066547546
"FBti0063844:INE-1{}5783",1,-16.6096404744368
"FBgn0028424:JhI-26",1,-16.6096404744368
"FBti0059831:F{}1770",1,-16.6096404744368
"FBgn0033168:CG11145",1,-16.6096404744368
"FBgn0053376:5SrRNA:CR33376",1,-16.6096404744368
"FBti0063156:Max{}5095",1,-16.6096404744368
"FBgn0034351:rswl",1,-7.66122764926626
"FBti0063241:rooA{}5180",1,-16.6096404744368
"FBgn0265372:lncRNA:CR44313",1,-16.6096404744368
"FBgn0261596:RpS24",0.618217870897552,-4.37844863445322
"FBti0062305:INE-1{}4244",1,-16.6096404744368
"FBtr0304417_df_nrg:FBtr0304417_df_nrg",1,-16.6096404744368
"FBgn0267023:asRNA:CR45467",1,-16.6096404744368
"FBgn0034032:CG8195",1,-7.33988374124203
"FBgn0034605:Ugt49C1",1,-16.6096404744368
"FBgn0046692:Stlk",1,-6.4405049612431
"FBgn0250822:CG34222",1,-16.6096404744368
"FBgn0020312:Tmtc3",1,-10.2316618330772
"FBgn0005648:Pabp2",1,-8.43675077520343
"FBgn0050287:CG30287",1,-16.6096404744368
"FBgn0010052:Jhe",1,-16.6096404744368
"FBti0060640:Tc1-2{}2579",1,-16.6096404744368
"FBgn0063497:GstE3",1,-10.2316618330772
"FBgn0034624:CG17974",1,-16.6096404744368
"FBgn0053428:5SrRNA:CR33428",1,-16.6096404744368
"FBti0061831:gypsy12{}3770",1,-16.6096404744368
"FBgn0259728:CG42382",1,-8.07529202913998
"FBti0061775:Cr1a{}3714",1,-16.6096404744368
"FBgn0033708:CG8850",1,-16.6096404744368
"FBgn0033566:CG18004",1,-7.66122764926626
"FBgn0053392:5SrRNA:CR33392",1,-16.6096404744368
"FBti0061347:Rt1b{}3286",1,-16.6096404744368
"FBgn0003527:stil",1,-16.6096404744368
"FBti0063772:INE-1{}5711",1,-16.6096404744368
"FBgn0263116:5-HT1B",0.915802910291125,-6.66268856020116
"FBgn0035023:ITP",1,-2.5177118000609
"FBti0061199:X{}3138",1,-16.6096404744368
"FBgn0041240:Gr57a",1,-16.6096404744368
"FBgn0263076:Klp54D",1,-11.2144187970452
"FBgn0033769:CG8768",1,-8.24473071691295
"FBgn0035039:Adck1",1,-10.2316618330772
"FBti0019031:roo{}883",1,-16.6096404744368
"FBgn0033557:CG12325",1,-10.2316618330772
"FBti0059833:F{}1772",1,-16.6096404744368
"FBgn0033402:Myd88",1,-9.65249311449712
"FBgn0033969:Pgm2b",1,-16.6096404744368
"FBgn0033887:St4",1,-16.6096404744368
"FBti0062377:INE-1{}4316",1,-16.6096404744368
"FBgn0265661:lncRNA:CR44468",1,-16.6096404744368
"FBgn0083018:snoRNA:Psi18S-841b",1,-16.6096404744368
"FBti0060872:baggins{}2811",1,-16.6096404744368
"FBgn0264909:lncRNA:CR44100",1,-16.6096404744368
"FBgn0034717:CG5819",1,-16.6096404744368
"FBgn0034639:CG15673",1,-16.6096404744368
"FBti0064097:1360{}6036",1,-16.6096404744368
"FBti0061776:Cr1a{}3715",1,-16.6096404744368
"FBgn0265840:lncRNA:CR44629",1,-16.6096404744368
"FBgn0053429:5SrRNA:CR33429",1,-16.6096404744368
"FBgn0042180:CG18870",1,-7.66122764926626
"FBgn0029105:alpha-Catr",1,-8.24473071691295
"FBti0063709:INE-1{}5648",1,-16.6096404744368
"FBti0063137:INE-1{}5076",1,-16.6096404744368
"FBgn0034324:CG18538",1,-16.6096404744368
"FBgn0053458:CG33458",1,-16.6096404744368
"FBgn0034072:Dg",1,-7.66122764926626
"FBgn0063375:snoRNA:Me28S-G3277a",1,-16.6096404744368
"FBgn0033340:CG13751",1,-8.24473071691295
"FBti0215131:1360{}6352",1,-16.6096404744368
"FBti0061055:INE-1{}2994",1,-16.6096404744368
"FBgn0034650:NC2alpha",1,-8.07529202913998
"FBgn0034664:CG4377",1,-16.6096404744368
"FBgn0263981:asRNA:CR43730",1,-16.6096404744368
"FBgn0259682:Jabba",1,-16.6096404744368
"FBgn0005636:nvy",1,-7.78649307004617
"FBgn0259709:CG42363",1,-16.6096404744368
"FBti0061315:297{}3254",1,-16.6096404744368
"FBgn0039969:Fis1",0.515582212090106,-3.30645620973137
"FBgn0033507:CG12909",1,-16.6096404744368
"FBgn0263848:CG43709",1,-16.6096404744368
"FBgn0050343:Tsen15",1,-11.2144187970452
"FBgn0011937:tRNA:Asn-GTT-1-2",1,-16.6096404744368
"FBti0060890:Cr1a{}2829",1,-16.6096404744368
"FBti0062425:INE-1{}4364",1,-16.6096404744368
"FBgn0033479:PIG-N",1,-16.6096404744368
"FBgn0083046:snoRNA:Psi18S-1389a",1,-16.6096404744368
"FBgn0040732:CG16926",1,-16.6096404744368
"FBgn0015247:Diap2",0.948290057930518,-6.66268856020116
"FBgn0034510:CG13426",1,-16.6096404744368
"FBgn0010488:NAT1",1,-6.7880865710527
"FBgn0033792:CG13325",1,-11.2144187970452
"FBti0060938:INE-1{}2877",1,-16.6096404744368
"FBgn0014870:Psi",1,-7.54597509110777
"FBgn0034479:CG8654",1,-11.2144187970452
"FBtr0472704_df_nrg:FBtr0472704_df_nrg",1,-16.6096404744368
"FBtr0309661_df_nrg:FBtr0309661_df_nrg",1,-16.6096404744368
"FBgn0050285:CG30285",0.505800507116875,-8.07529202913998
"FBti0062403:INE-1{}4342",1,-16.6096404744368
"FBgn0033391:CG8026",1,-16.6096404744368
"FBti0061932:gypsy8{}3871",1,-16.6096404744368
"FBti0060309:copia{}2248",1,-16.6096404744368
"FBgn0026136:CkIIbeta2",1,-16.6096404744368
"FBgn0063373:snoRNA:snR38:54Ec",1,-16.6096404744368
"FBgn0050172:CG30172",0.690568806638688,-3.97276251556546
"FBgn0034060:Tmem131",1,-11.2144187970452
"FBgn0085426:Rgk3",1,-8.65831025799077
"FBti0215104:1360{}6325",1,-16.6096404744368
"FBgn0034908:CG5543",1,-11.2144187970452
"FBgn0035021:CG4622",1,-9.65249311449712
"FBgn0058191:CG40191",1,-7.54597509110777
"FBgn0033222:CG12824",1,-16.6096404744368
"FBti0061928:gypsy8{}3867",1,-16.6096404744368
"FBgn0050418:nord",1,-9.24036125502743
"FBgn0050461:CG30461",1,-16.6096404744368
"FBgn0050476:ave",0.134422353879947,-7.15958648893902
"FBti0062281:H{}4220",1,-16.6096404744368
"FBgn0259210:prom",1,-16.6096404744368
"FBti0019939:1360{}702",1,-16.6096404744368
"FBti0060280:1731{}2219",1,-16.6096404744368
"FBgn0034364:CG5493",1,-16.6096404744368
"FBgn0040736:BomS3",1,-11.2144187970452
"FBgn0034602:Lapsyn",1,-11.2144187970452
"FBti0060012:gypsy8{}1951",1,-16.6096404744368
"FBgn0033032:kune",1,-8.65831025799077
"FBgn0085784:CR41379",1,-16.6096404744368
"FBgn0033875:CG6357",0.340129815098413,-6.60385333836683
"FBgn0034439:CG10062",1,-10.2316618330772
"FBgn0004795:retn",1,-16.6096404744368
"FBti0061258:INE-1{}3197",1,-16.6096404744368
"FBti0063682:INE-1{}5621",1,-16.6096404744368
"FBgn0004362:HmgD",1,-7.43925248012113
"FBgn0033204:CG2065",1,-11.2144187970452
"FBgn0262583:CG43123",1,-16.6096404744368
"FBgn0033591:CG13216",1,-16.6096404744368
"FBgn0034420:CG10737",1,-7.54597509110777
"FBgn0259187:Ir60d",1,-16.6096404744368
"FBti0063819:INE-1{}5758",1,-16.6096404744368
"RR50204_transposable_element:RR50204",1,-16.6096404744368
"FBgn0287775:18w",1,-10.2316618330772
"FBgn0267792:rgr",1,-11.2144187970452
"FBgn0033701:CG13171",1,-16.6096404744368
"FBgn0286728:snoRNA:Or-CD13",1,-16.6096404744368
"FBti0064246:copia{}6185",1,-16.6096404744368
"FBgn0263709:lncRNA:CR43661",1,-16.6096404744368
"FBgn0000715:FMRFa",1,-8.43675077520343
"FBgn0265652:lncRNA:CR44459",1,-11.2144187970452
"FBgn0263967:asRNA:CR43723",1,-16.6096404744368
"FBgn0265338:lncRNA:CR44292",1,-16.6096404744368
"FBgn0034982:Naa35",1,-10.2316618330772
"FBgn0034918:Pym",1,-9.65249311449712
"FBgn0028955:CG8788",1,-16.6096404744368
"FBti0215124:1360{}6345",1,-16.6096404744368
"FBgn0028372:Kpc2",1,-11.2144187970452
"FBgn0021847:Ttc7",1,-9.65249311449712
"FBgn0033523:CG12895",0.886260839747849,-6.85512484598672
"FBgn0033727:Or49a",1,-16.6096404744368
"FBti0060412:INE-1{}2351",1,-16.6096404744368
"FBti0059994:Stalker2{}1933",1,-16.6096404744368
"FBgn0033427:Smyd4-1",1,-11.2144187970452
"FBti0060968:INE-1{}2907",1,-16.6096404744368
"FBgn0053377:5SrRNA:CR33377",1,-16.6096404744368
"FBgn0016984:sktl",1,-11.2144187970452
"FBgn0034582:Cht9",1,-16.6096404744368
"FBtr0309728_df_nrg:FBtr0309728_df_nrg",1,-16.6096404744368
"FBgn0035083:Tina-1",1,-5.27127625277449
"FBgn0026403:Ndg",1,-16.6096404744368
"FBgn0033372:CG13742",1,-16.6096404744368
"FBgn0050073:Obp50b",1,-16.6096404744368
"FBgn0262026:CG42837",1,-16.6096404744368
"FBgn0034683:CG13500",1,-16.6096404744368
"FBgn0264956:lncRNA:CR44125",1,-16.6096404744368
"FBti0215308:gypsy4{}6530",1,-16.6096404744368
"FBgn0033547:CG12935",1,-7.92367810469449
"FBti0018929:Rt1b{}627",1,-16.6096404744368
"FBgn0265142:Ir56e",1,-16.6096404744368
"FBgn0010228:HmgZ",0.843749699737434,-3.78130952532509
"FBgn0050075:CG30075",1,-16.6096404744368
"FBgn0261706:asRNA:CR42742",1,-16.6096404744368
"FBti0018896:Cr1a{}688",1,-16.6096404744368
"FBgn0033307:CG14752",1,-16.6096404744368
"FBgn0053998:CG33998",1,-16.6096404744368
"FBgn0033998:row",1,-8.92017935717114
"FBgn0086358:Tab2",1,-11.2144187970452
"FBgn0058068:CR40068",1,-16.6096404744368
"FBgn0004400:rhi",1,-16.6096404744368
"FBti0064306:INE-1{}6245",1,-16.6096404744368
"FBti0060571:opus{}2510",1,-16.6096404744368
"FBgn0053400:5SrRNA:CR33400",1,-16.6096404744368
"FBgn0033629:Tsp47F",1,-16.6096404744368
"FBti0018914:F{}763",1,-16.6096404744368
"FBgn0050076:CG30076",1,-16.6096404744368
"FBgn0013771:Cyp6a9",1,-16.6096404744368
"FBgn0265304:lncRNA:CR44277",1,-16.6096404744368
"FBti0018919:G3{}626",1,-16.6096404744368
"FBgn0264330:CG43789",1,-11.2144187970452
"FBgn0033490:CG12917",1,-16.6096404744368
"FBti0061265:INE-1{}3204",1,-16.6096404744368
"FBti0063049:gypsy12{}4988",1,-16.6096404744368
"FBti0061805:Stalker4{}3744",1,-16.6096404744368
"FBgn0034854:Golgin245",1,-7.0772389247769
"FBti0064123:Cr1a{}6062",1,-16.6096404744368
"FBgn0263529:mir-4977",1,-16.6096404744368
"FBgn0011849:tRNA:Glu-TTC-1-5",1,-16.6096404744368
"FBti0061491:INE-1{}3430",1,-16.6096404744368
"FBgn0033726:Cpr49Ad",1,-16.6096404744368
"FBgn0042198:CG16741",1,-16.6096404744368
"FBgn0053147:Hs3st-A",0.827862124967435,-4.61940217726729
"FBti0063103:1360{}5042",1,-16.6096404744368
"FBgn0287216:lncRNA:CR46446",1,-16.6096404744368
"FBgn0053434:5SrRNA:CR33434",1,-16.6096404744368
"FBgn0033723:CG13155",1,-16.6096404744368
"FBti0060546:INE-1{}2485",1,-16.6096404744368
"RR48408_transposable_element:opus{}RR48408",1,-16.6096404744368
"FBgn0034743:RpS16",0.721150454222589,-5.39052715015135
"FBgn0034429:AANATL4",1,-16.6096404744368
"FBgn0053412:5SrRNA:CR33412",1,-16.6096404744368
"FBgn0013954:Fkbp12",0.763198668190148,-4.39082977212286
